RindFresh,RindDry,MoistureLoss,ChillingInjury,Colour
12.0968,3.9376853,8.256938,19.619835,0.6656175
7.846219,2.4262314,5.433758,27.579847,0.6121879
7.860652,2.0209267,5.775115,-7.2244225,0.6252612
7.2865233,2.1819751,5.0923204,24.84063,0.5412358
10.895152,3.4242415,7.4531136,6.046871,0.69788
5.7019906,1.5752168,4.2190027,6.359812,0.4780721
6.3865433,1.9095541,4.4678493,29.326593,0.5388713
4.6710143,1.2929773,3.3772526,5.9145665,0.5533805
7.103001,1.984338,5.0083523,-1.5545111,0.6027305
4.7652907,1.4072666,3.3843284,18.011114,0.56906897
7.1304674,2.4583426,4.7052402,48.17306,0.57979393
4.7186584,1.2760789,3.5561898,0.88203907,0.5837257
6.1775417,1.971133,4.255502,0.59361076,0.6427997
9.623462,2.932869,6.6654897,15.076672,0.60379535
8.721206,2.632749,6.1239576,6.0205398,0.62326944
7.2603207,2.2874298,4.941231,20.455523,0.683454
9.077319,2.6818204,6.3270655,7.638302,0.6607699
5.9148784,1.7313665,4.3582435,5.6442466,0.5660056
10.341513,3.1664314,7.212924,13.498271,0.70423484
8.116403,2.6387613,5.563582,18.540325,0.58783853
11.013479,3.8101425,7.2449675,32.396103,0.640563
5.80314,1.62957,3.9858878,1.713275,0.4804281
9.1407175,2.9997964,6.1551933,44.8369,0.6563646
6.9865656,2.0602734,4.892347,-2.4158869,0.61147547
7.790591,2.4373212,5.410089,19.29712,0.6937134
8.313783,2.654155,5.6698833,28.097898,0.637551
10.2957115,3.1562662,7.2339287,27.662891,0.66962886
7.9028234,2.4434566,5.4058495,19.70615,0.66770977
6.2400203,1.913374,4.23212,33.643425,0.56715375
6.208493,2.1316125,4.087369,43.24794,0.42405042
6.1374793,1.6493068,4.4297533,-1.0060873,0.5102893
10.001327,3.0644965,6.8770604,8.112384,0.74314266
6.0091095,2.0549216,3.9946387,20.786621,0.74531895
4.9927483,1.4814392,3.4937708,8.944229,0.5278527
9.155479,2.7710419,6.481034,10.409482,0.6157956
4.8263297,1.5806096,3.3201575,21.339447,0.69302803
6.4046917,1.7336943,4.574262,16.512667,0.45345315
8.292665,2.7925315,5.5228763,1.3502579,0.7235475
8.6556225,2.7913694,5.8640323,0.17340946,0.7440214
9.993219,3.0968535,6.900825,9.537794,0.67589295
4.6717854,1.3650916,3.2687824,16.68844,0.611554
9.704584,3.0025826,6.6763034,17.598648,0.626779
6.340022,2.0561473,4.3506384,21.303766,0.7201444
6.046301,1.5504568,4.466974,-1.5633774,0.58455396
6.1726947,1.9046528,4.3478627,-1.721405,0.73463213
9.072889,2.903728,6.179994,33.636337,0.6904876
11.138506,3.4391558,7.860874,12.1817465,0.6640843
5.8029547,1.7856416,4.017075,1.2454758,0.6626956
8.390946,2.9100268,5.414527,-1.2613993,0.72101736
11.117172,3.295959,7.8651066,-1.155016,0.83518434
6.278824,1.6486073,4.340671,-4.7728987,0.6740298
5.017317,1.4569337,3.6718516,4.60613,0.6355892
4.3447657,1.3388166,3.0118473,21.766014,0.6231984
8.045715,2.48275,5.558876,0.84883595,0.7059021
7.0824018,2.0927823,5.035781,15.898152,0.53676575
8.833068,2.595968,6.189127,6.756809,0.62054163
10.955368,3.3039587,7.554767,2.6822343,0.63589656
6.341474,1.9757538,4.395919,11.197843,0.6780555
8.813698,2.746315,6.165737,13.011511,0.63439953
7.677141,2.5424604,5.1980224,41.804337,0.6356269
6.688182,2.0847363,4.660339,16.69986,0.50029373
9.205202,2.9085333,6.3032236,31.687843,0.6326535
6.883792,2.044232,4.9697323,7.617825,0.8360068
9.477634,3.2758489,6.036807,51.623417,0.6142213
7.440606,2.2060988,5.2198834,2.5394392,0.7273513
8.049233,2.1781242,5.7313495,-1.3880424,0.5628084
5.4174147,1.59651,3.8550432,19.119698,0.531857
5.809385,1.8662288,3.9686408,14.03323,0.8488181
8.821757,2.8466654,5.727718,44.049923,0.6915103
6.058089,1.8263143,4.261633,20.15157,0.48225322
10.252445,3.1465435,7.0753603,14.762163,0.63376087
6.8306203,2.0317922,4.8015137,-0.71169186,0.5922657
5.6760645,1.8478289,3.7692955,6.20251,0.7806342
7.62361,2.5811057,5.1102858,46.156086,0.6066254
4.1094255,1.1291578,3.091001,2.310769,0.47876722
5.6656413,1.6464835,4.052384,6.1932516,0.53199846
9.201065,3.1158473,6.077666,34.39039,0.60463023
6.19265,1.8360999,4.357284,1.8313665,0.5237566
5.58173,1.6112,4.025644,0.5503597,0.6113723
7.645214,2.4917161,5.1432204,20.506908,0.64724714
3.8849852,1.0837479,2.8378177,5.8471932,0.5210392
10.230497,3.3507476,6.841625,21.21446,0.60669446
8.590129,2.73717,5.899925,3.849072,0.624237
6.347779,1.8526134,4.5679646,8.148941,0.5969355
8.26673,2.7176783,5.647334,-0.054499626,0.6433336
4.794302,1.2391876,3.579835,1.0902462,0.57406443
5.023331,1.3652067,3.7225797,6.4710503,0.42148823
9.417224,3.1231012,6.5132403,24.511063,0.7586906
7.440882,2.258692,5.070822,16.271847,0.55288684
6.6631317,1.8100241,4.793936,6.944439,0.45476493
10.470408,3.4542089,6.9776554,24.576443,0.6624028
5.951836,1.7633797,4.1775327,14.04742,0.6428213
8.870367,2.6723778,6.206146,38.566895,0.63186425
6.74154,1.948904,4.8422575,5.5510206,0.54246795
8.718298,2.6298954,6.155084,4.738089,0.5157608
7.113365,1.9521227,5.094531,-2.3379364,0.56336325
6.4999747,2.0674028,4.4861712,26.82071,0.5555899
8.667611,2.6603818,6.1404634,3.8143706,0.54722583
6.803777,1.9405197,4.9018273,2.78204,0.5067957
7.1911135,2.325387,4.779168,-2.585209,0.6245791
4.5097237,1.2737799,3.2229729,4.2849946,0.49513555
7.7218103,2.6612089,5.012249,44.2226,0.580278
8.384062,2.5443456,5.852686,13.106778,0.5294388
6.2329073,2.0366926,3.9944735,42.28451,0.44644555
8.630267,2.7531738,5.9497604,0.563385,0.6167261
8.230328,2.358961,5.7716594,11.985463,0.5729821
7.7976074,2.326436,5.6618567,6.959487,0.7742875
9.535578,2.9617205,6.591223,36.37786,0.6671849
9.991489,3.01427,6.973179,0.6758528,0.68485636
10.402014,3.4260077,7.0642643,24.385172,0.73190427
4.4198155,1.3053432,3.1387858,9.211146,0.47419465
9.846595,2.913558,6.917577,26.645235,0.6096488
8.409042,2.47064,5.884217,15.777502,0.61738837
9.712484,2.955344,6.9066916,-1.8996019,0.57940894
6.4634657,2.0556142,4.4448204,22.549946,0.6453488
6.841063,1.9127077,4.8746657,-2.394824,0.6707802
6.3253527,1.8528996,4.568102,5.8587875,0.6817338
4.249053,1.2112262,3.0427792,19.127712,0.37380332
7.3959885,2.2482567,5.140425,23.845417,0.59891677
7.7198567,2.2482998,5.3432984,16.649567,0.4972102
6.712279,1.9530005,4.8636036,5.958799,0.53316206
5.05761,1.6659328,3.4302657,23.54664,0.65904224
9.066741,2.8400114,6.3123255,22.86834,0.7350188
9.82483,3.0483956,7.081914,33.17697,0.7479484
8.7876625,2.4972715,6.0883303,1.5563507,0.5872931
7.163723,2.420518,4.8044763,13.087964,0.7210117
8.271184,2.5270138,5.922801,45.436546,0.784198
10.066163,3.1572123,6.9546156,1.07689,0.7264376
10.167691,3.1217887,7.197385,13.476528,0.66054845
6.287813,1.8683625,4.4584312,6.6692133,0.56984717
10.764084,3.385478,7.276311,12.989414,0.69774336
7.2098966,2.2564235,4.950867,36.102913,0.66695035
6.385276,1.8951544,4.638175,9.1709385,0.5962596
5.624822,1.7482399,3.8525958,31.16666,0.58013684
5.529499,1.6658785,3.808002,24.775314,0.6125578
6.92373,2.0872047,4.7565904,20.451164,0.5385734
8.876217,2.8234003,6.1929355,19.050013,0.62707716
6.042197,1.8045423,4.2616644,17.635685,0.4897049
6.2746696,1.840432,4.3411684,25.052647,0.6382925
5.0509233,1.3547657,3.6913295,-0.25467014,0.5906734
5.3410287,1.5344825,3.9618185,7.5567303,0.5510906
8.04327,2.426857,5.768779,4.5180297,0.78382087
10.5147915,3.1753407,7.267462,3.6975532,0.6393977
7.240446,2.4153275,4.844266,18.881428,0.7021408
8.767397,2.6569278,6.065786,22.887749,0.5897667
6.5623198,2.0767155,4.5782585,13.19261,0.6207752
4.1772337,1.2866774,2.8563528,34.113865,0.4742161
7.5039883,2.4949923,4.9150643,15.897297,0.56978774
4.7509623,1.3200872,3.4765415,3.920837,0.61646146
4.5187893,1.3370194,3.1849332,21.483328,0.55112845
7.798814,2.328214,5.3976345,7.9429293,0.5888073
8.094646,2.7646465,5.2677236,13.78448,0.7591774
10.918966,3.3609266,7.636077,-1.1894512,0.71620876
5.8659415,1.6175134,4.247223,-0.36726093,0.56388867
5.2319202,1.4648504,3.887335,-0.4522419,0.66940767
6.797716,2.113323,4.721299,42.478054,0.49492422
10.503031,3.4297137,7.0472393,15.295482,0.65943074
11.841438,3.5017447,8.333958,0.86331654,0.7469336
6.05395,1.9308956,4.191003,11.421111,0.70467854
7.286209,2.5386844,4.9232693,39.01409,0.62938637
11.375415,3.6082947,7.6721783,21.06187,0.7417044
7.3643947,2.2537248,5.177961,28.80686,0.72163767
4.7216196,1.2836852,3.4732876,10.140021,0.31568456
8.750945,2.546115,6.0343704,15.294117,0.5262005
6.400063,1.9240037,4.579268,-1.0223598,0.6319249
3.7194998,1.1098807,2.6491773,9.705503,0.68969965
5.0964975,1.5911461,3.521436,6.928821,0.63107634
7.1175513,2.4896286,4.6719527,6.241177,0.6773586
10.786574,3.2383335,7.4962606,4.430192,0.6580223
11.146181,3.4880023,7.668566,2.7625709,0.65409774
3.9432566,1.0974107,2.9173532,3.412229,0.5052658
13.085554,4.193323,8.793689,9.563465,0.6467008
6.0377316,1.7830329,4.2809873,7.675115,0.4370885
5.5857115,1.7481906,3.894223,0.16653252,0.66860163
9.724123,2.8485248,6.8412695,3.6735263,0.6626243
7.7523937,2.496219,5.2135167,5.4533114,0.6700416
4.5725307,1.3889248,3.2474775,24.251812,0.44811052
8.470291,2.8446853,5.574031,40.625637,0.63712823
9.800302,3.2569609,6.5163746,1.2654428,0.74166816
4.0999823,1.2633884,2.7799888,13.946003,0.60741
10.005524,3.1677265,6.8275247,12.03862,0.71144235
10.534584,3.3207145,7.265453,37.68094,0.6201566
10.405769,3.2687788,7.14565,10.474659,0.6603891
8.231822,2.8622212,5.3462367,41.621353,0.6003729
4.5494967,1.3787669,3.222673,30.644405,0.59626013
6.0037456,1.9055154,4.054208,35.461807,0.6261152
10.8060665,3.4635136,7.3380084,20.260109,0.6503293
8.567757,2.6816454,5.700042,-1.4358978,0.76020306
8.86958,2.9267755,5.8757243,14.507467,0.63978565
4.3187094,1.290662,3.069201,26.683075,0.4100845
5.4591565,1.8215714,3.777224,11.146796,0.69559765
10.97649,3.5160656,7.4926863,20.604153,0.6571783
10.736572,3.415563,7.412696,7.7195644,0.6040404
5.4949894,1.6987745,4.0449734,-0.69707584,0.73314375
5.5654716,1.6392705,3.93869,7.2466774,0.6040069
4.571885,1.2979112,3.2753797,5.4535227,0.49352047
8.246484,2.5008903,5.6439342,19.368168,0.60737646
9.642924,3.315382,6.3702464,57.348515,0.6646102
7.234176,2.130393,4.987011,18.761826,0.4944936
7.251589,2.0866194,5.138716,13.903044,0.8762803
8.008058,2.5193155,5.619595,26.016743,0.6695679
7.5065446,2.583147,4.7019506,2.4755754,0.7668688
10.1364765,3.3386948,7.002157,-4.716914,0.6314159
8.625933,2.664885,6.023024,13.420887,0.5903587
8.093878,2.5072303,5.8799677,15.285158,0.67076075
8.676872,2.7105467,6.1298256,8.969558,0.71997446
6.102926,1.7784611,4.3033657,21.016872,0.5406529
10.223315,3.3226545,6.890479,33.584312,0.6536599
4.449951,1.3156128,3.0789092,25.405064,0.55277216
4.1835523,1.2631564,3.0422325,11.66837,0.7394233
7.075592,2.3459022,4.775012,49.509613,0.66207063
9.409409,2.8785172,6.6990366,32.435184,0.66274786
4.9512997,1.4033251,3.6035662,22.849152,0.43040565
4.520379,1.2998236,3.2603989,22.147015,0.3826077
5.4087024,1.6229813,3.77988,13.914019,0.5681721
4.3064923,1.1911492,3.1289914,3.130165,0.57898366
5.040101,1.4789011,3.5763369,6.4068575,0.77346563
8.207394,2.327241,5.6666136,14.187292,0.51278675
6.622939,1.9655027,4.7066154,7.2852707,0.63974005
8.62607,2.4978917,6.257518,-1.107398,0.7729796
7.073844,2.158019,4.8274813,20.659584,0.5930593
9.059546,3.036858,5.989504,48.236927,0.6384896
5.884347,1.5986624,4.2478495,0.30733204,0.6081559
7.3561316,2.2049332,5.097429,19.248394,0.5509851
9.114401,2.8877468,6.2067556,0.7937889,0.6823649
8.2218,2.5684462,5.936736,21.22158,0.69454855
6.414086,1.9569216,4.4608736,22.108225,0.6452733
8.416481,2.603784,5.764865,31.397375,0.6275384
4.5222235,1.3274521,3.1224642,25.112598,0.56850815
5.3131924,1.7047681,3.6079102,22.660156,0.7296717
7.2202067,2.403584,4.887906,0.80267334,0.71704906
9.532195,3.1584282,6.335927,29.931824,0.6331555
8.672357,2.8191137,5.8991084,0.8280878,0.6331996
6.220524,2.0524535,4.307701,0.41260433,0.71911716
7.510738,2.267388,5.400237,24.65146,0.6839292
10.499205,3.0163746,7.4899073,-1.8737259,0.7712579
11.140427,3.6674924,7.416897,30.717697,0.62795144
6.933216,2.4285822,4.3313107,2.813118,0.7730135
9.559597,3.1697726,6.3314795,30.302237,0.7002501
5.1598673,1.4509472,3.7328389,-0.3686056,0.62804633
7.880639,2.506765,5.470731,18.418924,0.6503662
6.4948707,1.951903,4.44891,28.816254,0.5930869
4.460006,1.2443652,3.1291323,13.612158,0.7214775
9.365812,3.0976825,6.3083143,46.17169,0.66007006
10.218124,3.139686,7.110372,9.669713,0.68512595
11.304102,3.8436651,7.5024796,39.105072,0.62007004
4.3795958,1.213339,3.262935,3.3144808,0.54185003
7.0467935,2.187414,4.985175,16.935654,0.69822156
5.7797284,1.5960419,4.286375,-2.2647333,0.69054854
7.3444934,2.2526944,5.124572,2.4950333,0.6649537
8.362894,2.3996325,5.7776194,4.073803,0.5446196
5.1385794,1.4161124,3.7319202,-1.0831852,0.5765044
9.44355,2.9145494,6.6341476,12.46486,0.61853296
7.0301924,2.1249785,4.910185,24.47108,0.4635538
7.021589,2.0486348,5.0691423,22.2318,0.71777886
9.163665,2.8622394,6.3493843,27.135328,0.69369876
8.317346,2.5072339,5.7536354,18.301277,0.5828061
9.855611,3.4611354,6.173489,44.293304,0.59217066
8.132555,2.5257843,5.6412396,20.974792,0.56588376
5.040483,1.4890741,3.4804416,6.2874994,0.5146604
9.190729,3.0156755,6.057119,28.198387,0.69527346
6.4019947,1.9277837,4.4796705,23.846336,0.5299294
9.419831,2.6083038,6.7165046,-7.0258217,0.6091963
7.388651,2.3653002,4.9682317,22.548431,0.57210714
8.460764,2.5542822,5.8681054,8.151733,0.5045006
6.705953,2.1572437,4.673719,19.546944,0.6456369
4.2291336,1.3209767,3.2546396,26.97938,0.4239629
6.1095715,1.9493966,4.1536455,35.18592,0.664274
5.4655147,1.4603873,3.950122,-1.7866135,0.7817881
4.1010957,1.2811136,2.911493,23.436138,0.4777622
7.6757483,2.1522431,5.549582,2.8920016,0.65437007
4.155736,1.3189776,2.8375287,12.270413,0.41238958
11.912609,3.9612215,7.9354286,42.475056,0.6493746
10.782726,3.4208088,7.3429675,2.4800143,0.7676378
8.165235,2.4437368,5.8295746,8.925662,0.77902555
10.14556,3.1723785,6.949625,5.7647657,0.67380804
5.5759535,1.5050845,4.0174847,-0.4011469,0.5423038
7.8388824,2.342922,5.4274545,21.630486,0.66565883
5.7489834,1.7615345,4.1153355,18.498564,0.7184842
6.250822,1.9885639,4.245796,36.383022,0.5767346
5.1437025,1.4335895,3.7042456,-0.63840103,0.47669822
6.8244205,2.0064971,4.654947,-1.2123871,0.7539386
4.854911,1.4230256,3.53439,13.07291,0.57626915
8.811842,2.7714965,6.138478,6.67235,0.7073992
4.8292108,1.3922026,3.4574955,11.095485,0.5044584
6.251842,1.6779941,4.5354576,-0.49952984,0.36162677
11.045591,3.369454,7.804516,-0.15028763,0.7570982
8.656205,2.744493,5.841722,35.507458,0.48375475
9.147609,2.7916787,6.3348217,13.458527,0.5007756
9.261693,2.587264,6.635374,-3.324421,0.651071
6.356179,2.000252,4.4152193,28.497347,0.7524787
9.534584,2.9152935,6.775487,17.35883,0.6599422
4.783688,1.2311172,3.5239248,0.86038303,0.5450067
10.097372,3.1663423,6.971834,24.288307,0.65976804
10.412918,3.267974,7.1503086,21.46526,0.7012411
8.544306,2.6908517,5.7854385,9.184966,0.6379664
6.7420287,1.9568211,4.8743515,-1.1102934,0.5046149
8.218956,2.5727906,5.568309,26.882208,0.61375976
8.238674,2.3770037,5.7058663,21.671902,0.4659066
4.4321465,1.2947006,3.080017,24.437016,0.69615936
6.66293,2.268053,4.4695935,19.218533,0.6108296
8.841175,2.8231692,5.994363,3.6350832,0.7291851
12.130252,3.5283756,8.876203,10.255804,0.8574546
9.023308,2.7777033,6.189552,2.4438682,0.6992024
9.116655,3.0281112,6.2028375,0.5083809,0.7294847
6.820689,2.1726608,4.739365,15.230942,0.76424044
4.0972576,1.1824086,2.896007,13.0790415,0.6029231
13.183386,4.136982,8.915918,11.0898485,0.76493675
6.462275,1.9953315,4.62795,7.9692206,0.64644206
10.081755,3.2648828,6.7351847,33.873287,0.5921298
5.350495,1.6004031,3.8900666,18.488516,0.5405581
10.164633,3.243232,6.9081454,13.477533,0.6695826
9.3643,2.937241,6.4753923,25.187195,0.62200016
10.133971,3.227275,6.8969283,34.181957,0.64715105
5.5851927,1.8008361,3.893381,42.105537,0.65339077
7.44923,2.48693,4.928092,38.26419,0.58505166
8.200472,2.658015,5.6266627,-0.48473644,0.7168966
5.2044125,1.4082161,3.8127925,10.92988,0.4568857
10.802163,3.3330836,7.494692,13.555084,0.6543043
8.735299,2.6773844,5.9671307,34.08672,0.6124028
11.143358,3.6610289,7.433632,31.77796,0.6954687
9.363039,2.8037531,6.496715,17.50456,0.6038356
9.310103,2.9129417,6.4568057,29.463402,0.6857832
7.840637,2.390034,5.465314,13.9360895,0.70609283
11.10887,3.5721684,7.6693163,28.777622,0.6550621
8.294518,2.4227026,5.905116,-5.0465508,0.614972
7.7264757,2.3944476,5.354346,4.1317015,0.75905764
12.917614,4.2626243,8.794277,45.151283,0.64351606
6.486749,2.0154355,4.52599,-0.4132433,0.6456969
5.5886183,1.7364811,3.9395866,8.297379,0.5157443
7.385916,2.1391695,5.1764655,-2.4233456,0.6851132
4.912689,1.5422332,3.490768,19.3721,0.5602134
7.7228217,2.3390968,5.374878,35.95939,0.68151397
5.753785,1.6266726,4.117578,-1.0710297,0.5758946
9.048036,2.9575064,5.965203,32.65925,0.5842166
9.712172,3.083455,6.603384,28.024517,0.6161182
6.521135,2.0125039,4.5419216,20.197002,0.72490746
7.5265694,2.432347,5.120507,44.116295,0.66802657
7.4506793,2.1643891,5.3682656,2.1068077,0.5028369
7.261492,2.4741669,4.6909947,5.999439,0.69378453
7.3069096,2.1645594,5.203945,-0.005636215,0.47610387
5.62301,1.4221861,4.286225,-1.4611902,0.5755837
8.221156,2.6028957,5.695946,35.63043,0.7116599
7.362675,2.3462913,5.165579,50.59863,0.7222987
6.5061727,2.0973065,4.5273104,9.627552,0.8010369
8.657783,2.7916481,5.848571,7.8947487,0.67421275
11.725531,3.6815825,8.081543,0.12998962,0.7275501
5.5170994,1.5491629,4.0170746,9.7422085,0.49358165
11.167751,3.6599407,7.557022,17.607403,0.68738496
7.7445703,2.4930477,5.237642,21.719257,0.6445854
6.4699087,2.1377325,4.198891,-0.5489063,0.7280499
4.592814,1.3568074,3.138849,18.429228,0.71874815
5.851511,1.6114124,4.282992,7.2596,0.4177381
6.028399,1.9706603,4.192351,19.3555,0.7853019
3.767583,1.1801202,2.5877473,20.539387,0.48989707
10.1112385,3.2248044,6.894875,21.973738,0.6674968
9.1025095,2.9017875,6.2355714,43.383167,0.6505491
5.6184206,1.5032358,4.0687065,-0.30181313,0.5761009
6.6389194,2.2267864,4.525083,49.94844,0.50409126
3.9960794,1.032614,2.8395245,2.1535378,0.5597703
5.4312563,1.435462,3.957768,-0.008447647,0.5898012
5.9349003,1.5316286,4.3740826,4.246939,0.45864004
6.7760057,2.2077525,4.510485,2.227069,0.6556618
9.633529,3.1579494,6.630907,27.375946,0.68980795
5.902887,1.967364,4.0000668,26.073275,0.6977634
10.164788,3.1043358,7.102719,26.79979,0.6149638
5.78102,1.6326735,4.2061286,20.953884,0.76537913
9.481511,3.007983,6.4776053,7.3257723,0.7514989
7.062369,2.458318,4.603086,12.388327,0.75587595
4.4827156,1.2779047,3.0737653,22.264301,0.66637033
3.615682,1.0356042,2.5660024,6.624055,0.5098847
7.1367664,2.1348825,5.145455,5.834234,0.6509857
6.43647,1.9524193,4.537663,0.7616625,0.6072911
10.35833,3.7456567,6.625035,64.39075,0.661911
5.232157,1.35344,3.8190718,0.14216709,0.5676636
7.430234,2.38762,5.3074207,39.50768,0.7640115
14.804049,4.7266827,9.94947,11.16508,0.73130953
7.54968,2.360984,5.262817,1.3395834,0.73854774
10.15015,3.0237017,7.151469,-2.131524,0.6947325
11.521187,3.6168861,7.774095,19.173183,0.69145036
5.0447493,1.3114842,3.6581013,4.7543964,0.57803434
8.408153,2.8922186,5.4873195,48.791435,0.6473057
5.0776625,1.5554032,3.471696,13.783487,0.6688364
6.250329,1.743468,4.52964,0.5461712,0.63505155
8.553862,2.5192223,6.055457,-5.8047466,0.8535044
4.219212,1.4931568,3.164633,18.272593,0.6669367
8.008391,2.5161438,5.476524,27.238089,0.6441965
6.667871,2.0507543,4.539338,19.186577,0.61563903
5.1717124,1.3911475,3.7304087,9.269068,0.37641993
10.330514,3.3441858,6.9483585,37.6761,0.63182735
7.2181134,2.298836,4.900147,8.175768,0.5847598
9.222865,2.7099757,6.4583635,4.9364386,0.65046084
6.1213155,2.0109396,4.201751,16.11661,0.72538644
8.699052,2.6978176,5.995998,14.039789,0.5462662
5.600976,1.7796223,3.9822228,11.833485,0.72945213
4.818073,1.2988486,3.4832451,4.599252,0.44576803
4.927988,1.6068399,3.462338,26.388458,0.5993631
10.951804,3.4881456,7.3884907,24.162708,0.58320546
7.1668115,2.2306736,5.053657,24.08543,0.61592805
8.830321,2.741085,6.1570396,0.35717487,0.59895194
5.1920853,1.353401,3.8337057,0.58509254,0.6216323
12.206946,3.6580043,8.457942,0.9182291,0.7074872
7.7871037,2.3496795,5.3497667,-1.1381683,0.6656054
6.0356536,1.7598121,4.229232,14.703729,0.58741504
6.083307,2.011282,4.1276636,14.5041065,0.722629
4.7578216,1.3164401,3.5492153,2.1863384,0.5283082
8.933503,2.7403421,6.166771,37.70906,0.6261693
7.613771,2.5073197,5.1804557,32.784187,0.7065537
9.462276,3.0499582,6.403569,17.22125,0.7395215
6.2206874,1.7534168,4.5468874,-1.0403786,0.69180113
5.5489674,1.7371545,3.8605657,17.575874,0.47014797
9.837845,3.2284784,6.7859755,35.238243,0.6556448
8.51628,2.8767285,5.5628605,43.0958,0.63323617
9.965426,2.9246664,7.058656,4.0414863,0.7813661
6.8481164,2.2243586,4.610439,21.507113,0.6649861
5.0936055,1.6031284,3.4863129,3.845367,0.73792446
5.841374,1.902322,3.9803772,17.542416,0.7201436
9.24167,2.8825417,6.3901157,21.073193,0.62603277
4.818672,1.6082387,3.2210412,16.296726,0.7735428
6.301732,2.1327543,4.0084906,4.0275946,0.80843115
5.775214,1.7856054,4.024154,4.0765805,0.66356295
5.6412416,1.7760527,3.8927824,34.02503,0.58616346
