ripeness_index,sugar_content_brix,firmness_kgf,length_cm,weight_g
2.5720897,16.10794,1.8502545,17.268343,188.56763
4.7490525,17.56079,3.952146,13.290088,193.4585
3.3667312,17.49213,5.5724416,20.653341,72.22403
4.2419424,17.198025,4.0289607,32.79755,120.10504
4.1277757,19.48886,3.0965943,8.041998,202.16008
2.8695116,20.023392,3.0041304,18.860067,135.02623
3.71385,18.243896,1.9786011,18.68096,270.2999
3.4705381,17.33403,1.1143612,26.918568,172.553
3.7457578,19.955193,1.1489042,27.555323,122.57674
4.809781,19.499796,2.328504,17.894787,237.14249
1.4193575,13.31798,4.4537344,11.176199,45.818756
6.7862267,18.611053,4.802449,23.050983,191.46109
3.7331755,15.266125,5.6597767,15.264963,105.4843
4.5633745,19.150518,1.8753247,18.868057,155.16154
3.0366597,15.812697,2.4424787,15.945443,193.51231
1.3229597,18.626402,2.7635856,24.590965,214.4188
7.806305,16.267456,2.5928092,24.669365,149.91815
4.548791,19.48529,2.7892964,18.680147,130.58952
1.4855351,18.097599,1.1428368,11.610206,134.4736
5.156315,17.29003,1.5106449,27.2455,197.08855
3.4631138,16.736225,3.0902743,7.605956,187.81184
5.1710043,15.973587,3.0048978,23.94423,162.65671
2.8442574,17.665462,3.9852495,19.123451,179.53853
7.028455,17.7891,7.862874,20.831291,176.33356
1.845717,22.823212,-0.81092024,27.29428,77.27264
3.6611342,21.798418,3.3205495,15.565687,199.05945
5.1204157,17.015965,1.0558912,27.522598,169.60376
3.3206377,22.018719,0.14358449,14.680911,127.390724
2.9983091,16.143969,1.2120254,-1.5211945,165.70172
1.6840787,21.425207,2.255026,23.471151,183.58478
3.850127,19.69418,2.371435,9.821802,192.2943
6.306485,19.06977,0.3849411,29.40038,229.1317
3.5798178,18.87988,3.3448153,25.376453,103.24418
3.9301128,17.255558,2.3893692,28.300995,154.99265
8.511728,19.114904,1.492799,12.88196,150.11981
2.3264766,19.982935,3.5147204,24.494717,212.9402
3.0178363,21.318525,1.6882367,20.14033,123.97037
1.0350146,14.229676,5.3724523,24.998497,200.23935
6.893965,14.554032,3.0642672,29.975727,146.609
4.1512904,15.230348,3.7524166,28.68086,132.99432
3.4713464,17.780346,4.0077295,27.551174,-7.002655
5.3197513,19.87985,5.7930374,21.154585,235.58783
4.5777364,19.633772,0.7049613,13.462156,206.75813
0.9920168,18.484724,3.3682299,32.37426,218.97806
7.148182,16.925451,0.675406,20.1535,190.65073
4.9703593,19.930586,3.357275,8.249891,145.05115
3.9888546,18.567886,7.3408203,19.152304,307.97015
5.3544235,19.563858,4.68511,15.029591,113.65712
2.9217472,19.083166,5.5655956,25.329071,188.01505
4.9097085,17.789412,4.8573556,21.255318,104.09574
4.200189,18.747017,1.5033091,14.380364,80.56326
6.934656,18.928667,0.42081022,16.56414,142.70677
5.706875,21.66102,2.312417,18.107285,193.8295
6.02182,21.194237,3.4503803,23.982944,177.18419
2.3214288,20.167145,3.8581507,8.708736,165.09792
2.2712708,14.023855,2.1197798,26.38652,111.3272
4.1874003,17.047508,1.7515829,22.836327,96.81364
5.2276707,18.477913,3.6433287,15.342117,178.5926
4.588397,22.020275,2.0455842,17.343151,175.67863
7.7670617,15.280471,0.64464116,28.924519,160.20602
3.0567043,18.775663,4.294054,32.55574,105.79878
3.006025,17.594791,1.8414826,27.544786,115.92819
4.9805536,17.843576,1.5613343,12.79084,141.92589
2.8932333,15.741778,2.47793,23.861538,100.39357
4.2585006,16.962372,5.9230394,19.001972,130.37238
5.855112,20.68287,3.6466765,22.897535,147.97409
6.462968,17.967793,3.4749641,13.391037,178.65591
4.03091,16.327606,0.984465,24.246178,189.73822
1.1207631,18.304317,0.9564403,22.76732,115.80791
4.746819,19.142538,1.9440254,18.066858,158.73738
4.539006,18.179808,3.3500352,20.358198,124.3465
5.534093,18.663485,2.5443175,17.150969,265.1555
5.845783,21.885805,4.822997,27.227901,82.2025
3.9754803,18.479069,3.2208402,29.422462,199.51779
1.0012398,13.516058,4.2730064,27.570856,144.04323
5.0353365,21.178085,3.0989106,25.23679,200.04587
2.2363343,19.224422,4.897444,24.117014,210.9404
3.4599988,16.754484,2.281106,21.783325,182.29045
1.8076661,17.411999,3.985157,25.120739,194.85896
-0.46160698,18.4863,2.9102006,22.254927,92.63916
7.0541344,19.460241,2.9710922,13.352229,138.39478
2.3060045,16.367369,4.1132307,26.384027,148.89438
1.6550927,20.881618,0.8745967,28.98323,106.78886
5.001643,19.795527,2.6013799,13.996223,169.67679
3.2246902,20.492256,5.8507056,30.247437,159.93785
5.1380095,19.131556,5.3608117,17.595848,146.03552
7.8039875,16.74262,3.1025677,12.981752,185.39474
3.9084623,19.501514,6.0283775,19.097124,249.41467
3.1685846,17.176237,2.249164,18.990694,137.42737
3.528514,19.030859,4.1247997,17.750835,222.85266
4.7057366,18.467724,3.2632847,24.509815,156.14207
4.8004,16.768448,1.5999925,22.035406,152.35004
5.1229095,14.305073,2.9699085,27.7227,178.54912
4.6173654,21.150736,0.6589048,32.530464,89.80632
5.9932995,18.848572,1.9164977,15.80978,169.40036
4.101035,23.199194,1.7511413,10.965595,151.07954
2.1254563,19.551712,1.9939983,24.886765,124.54906
1.0687599,16.677801,-0.092555285,21.144392,92.90701
0.28633022,16.004627,1.359677,22.515308,219.67804
3.2548969,20.996918,3.5717797,26.945179,180.754
3.1728537,17.475828,1.3574303,23.855627,187.54507
7.847885,20.36547,3.3178778,15.429543,95.72705
5.7288017,17.933228,2.5684838,7.021592,171.49232
6.6604986,18.772644,2.0210876,26.587996,236.17287
7.311533,19.911388,3.3741813,15.621213,233.52768
6.207246,17.016449,-0.6296418,30.306284,40.241028
1.523021,16.08318,1.7134787,23.205353,179.93393
3.1088493,19.988766,5.685566,21.221634,168.18964
3.0623426,18.83294,1.0818813,18.561892,57.689255
2.7120361,17.069767,3.7287476,21.82613,216.40283
0.4187429,19.631222,3.2431264,17.353733,167.05135
4.1871324,17.852736,3.3165085,19.197842,101.63582
3.0260558,17.714392,3.5369196,34.590534,120.43777
4.46866,17.458757,2.565233,26.033033,146.13553
2.175716,17.647404,2.6594715,8.068256,159.09865
-0.5991106,20.962545,1.4741274,22.59372,117.73424
0.17603493,16.995,3.2056458,19.199888,220.28223
5.059435,18.993011,0.7985773,18.604677,126.65795
4.3903856,20.594103,3.8444066,20.456604,224.90895
3.3305614,16.158648,2.6703017,19.612183,173.50589
-0.70372534,19.040285,6.137043,20.151505,185.01721
4.330411,17.716759,1.9384875,33.48809,190.68129
1.8902957,17.308233,3.315259,19.637978,44.05993
4.211863,17.805464,5.1799335,14.986166,179.28421
-0.60283756,15.869873,1.4879389,21.601637,141.38977
5.733987,18.491314,2.8886898,17.943048,171.71591
3.656491,16.350594,3.7566013,8.34349,30.006348
2.6703835,21.869373,4.986212,28.56912,142.03616
5.471145,16.610844,2.2497516,19.506834,85.358154
4.3187275,21.219269,4.7891383,27.808613,139.2337
6.5409975,13.671864,1.7778529,14.470433,166.78131
2.836836,16.156523,0.03845954,13.138868,142.62753
5.311225,20.715956,2.9662662,23.106157,114.77913
3.276641,17.659296,3.2337325,20.400333,130.68637
4.0373893,16.70759,4.7070746,19.49311,151.43375
3.5293884,14.196049,4.853769,19.039843,112.25653
4.239585,15.854941,2.028798,16.599846,129.81233
2.183029,16.524836,4.197265,14.075586,222.45558
2.047071,18.223402,2.879059,24.320917,172.58545
2.4299521,14.036214,4.0213833,28.614967,161.25499
3.535066,17.253319,5.0186324,30.830406,147.40309
6.0677958,18.846088,2.7456884,35.87992,125.892914
2.8055897,21.74226,1.5422045,26.593449,194.35826
6.6351347,19.840694,0.87666655,21.97659,100.76019
3.6866455,19.955002,-0.1765418,27.434628,214.69266
2.3815317,20.73442,5.190502,13.81436,119.32344
-0.7580509,18.705408,0.6553154,21.374943,168.24457
3.1115935,20.099977,1.9970102,20.78644,169.76581
4.0168924,18.1825,1.8371661,11.013043,220.30997
0.572036,19.598156,3.6968765,23.537851,202.7333
4.6794972,21.32678,2.2975056,10.485973,127.021835
2.921153,23.26853,0.680316,8.822778,117.54876
-0.83475685,18.30862,3.581808,18.813065,154.74121
4.89822,18.59481,1.3060228,21.52047,215.87952
1.6655529,19.197681,8.607425,7.212371,202.55756
3.7828417,19.30283,2.6544049,29.40042,223.57008
2.766789,18.551699,3.5684664,16.606163,172.25806
7.642248,20.713924,4.053405,24.372738,120.24107
5.3911886,19.964804,2.972994,17.423252,200.2525
4.770452,20.524536,2.686361,19.426382,158.45587
4.5023875,18.066366,3.682276,18.645765,221.03401
2.731914,19.127869,3.5908298,20.252853,223.21593
3.7228913,18.143381,0.28832865,2.1163979,209.82649
-0.7697401,19.851902,3.1826918,13.803197,114.94823
2.8336666,19.484188,4.3792577,19.62455,203.75087
3.1159904,20.890425,2.9650548,17.315407,100.202774
5.210246,20.994934,4.573274,26.175297,186.05727
2.3975873,21.91904,1.0935969,30.357971,138.82079
3.9362683,20.541012,2.0462294,31.717579,165.34883
3.02003,19.586424,3.560574,23.41457,59.444916
5.2410836,18.898357,2.0516798,17.98325,188.90465
5.232542,16.443747,1.9529811,6.8599377,137.06601
0.22174072,18.540112,6.3578997,20.170063,160.00757
5.272351,17.913483,0.3038795,21.660051,109.16992
1.5083103,21.433922,0.8677161,25.989584,209.60478
1.9083636,16.268833,2.2267325,21.876734,183.9739
1.0713038,17.753035,2.3746173,17.487148,143.43384
7.2152996,18.556953,4.1426344,26.771679,209.3522
6.4735765,17.504137,2.6001797,24.49004,170.08116
6.832471,17.844189,2.9066627,25.706087,133.95468
0.24150229,22.66439,2.5256302,8.124128,225.99231
4.2620573,17.556082,0.66863227,15.505941,134.13647
6.5953007,16.30209,1.8227782,28.277557,88.96378
5.55581,20.204908,3.9779222,31.984783,132.09396
2.8567634,19.652992,2.314733,22.936165,72.2861
4.5579495,19.237114,1.8787428,19.672157,113.582306
4.0825453,23.386515,5.074306,28.630299,99.4809
3.0227046,15.495928,0.32581472,20.101084,111.68155
3.9164145,18.82545,2.0064712,8.134512,73.33913
3.7729325,16.378403,5.178174,11.520972,171.91856
3.4654608,25.392109,2.8433104,-1.7517071,229.30136
5.036752,16.458399,1.7871263,4.6031027,154.66742
2.1532285,16.89877,7.0930576,21.269577,265.80402
3.7807102,19.77946,4.5803566,16.732708,169.02438
3.7015984,16.440435,2.4680183,17.029787,157.7064
4.4780416,22.234377,3.2767448,13.472443,219.22755
3.7621326,17.968832,2.1471412,30.48131,208.25484
6.700977,16.424093,0.05292344,22.791006,181.27702
6.607677,14.61269,2.1643512,7.599924,160.08772
4.06808,15.402871,-0.26830435,35.32094,144.33995
3.2291224,19.977873,0.44199514,21.742395,196.97282
4.4975705,18.874035,2.2172413,28.311077,233.32364
4.18222,17.66063,3.5197263,23.284365,189.30914
4.3994102,16.480915,0.93882513,19.159704,122.80437
3.1013083,17.691786,3.0583637,13.74902,203.28227
5.0369816,17.695776,-0.258492,10.586528,175.59747
3.6293964,19.564463,2.6110392,27.069254,143.98103
8.880955,17.698397,0.8794354,16.621037,160.01802
0.29549193,17.257975,3.5845523,18.864716,155.45901
4.3461685,15.49219,2.101553,20.12509,202.74556
2.9848309,19.634449,-0.051380634,16.001143,258.68692
4.90205,20.11947,1.0989635,25.250359,47.917046
3.6575873,17.110926,4.201191,30.63092,168.4216
2.0887794,21.93947,4.0251837,16.89355,201.38629
1.0246277,16.70924,2.0746756,19.608377,167.41704
4.134718,19.07663,4.559063,31.822227,68.29329
5.8620443,14.492186,1.9954672,16.04449,175.80212
2.4270816,18.849306,3.4489357,17.68951,221.03271
6.3732505,18.84671,-0.6542499,23.833794,70.465775
-0.7809963,17.918467,4.9033203,11.6206,297.5492
5.0552607,19.672781,3.2910137,21.510817,255.83113
5.1507583,17.247538,3.2516177,16.847452,197.58801
3.2342987,18.92016,2.9862154,15.981438,191.27094
3.8696952,20.429407,0.9731711,34.16909,107.31342
4.317819,17.331953,5.1187825,11.295029,159.35428
4.405345,19.848555,3.1339016,16.76567,273.16788
3.8175828,19.284561,5.903886,26.109549,132.05205
2.6677818,19.133532,4.487175,18.686323,182.14816
7.746107,18.75856,4.0955215,14.359919,89.232376
2.0633025,19.309069,3.777646,16.537899,169.46521
2.598352,14.850926,0.5536852,19.036959,195.89954
2.4281964,24.312998,5.3162713,20.13763,238.23413
3.8570547,18.146944,3.288925,27.76838,233.1575
3.6565454,16.289156,1.8321991,26.364178,167.26776
7.126337,20.527601,3.2489684,9.848107,257.84647
6.005423,15.870461,2.5039608,28.48299,148.96451
2.659976,18.759188,1.4406762,14.974448,281.12616
2.0954688,15.791573,3.4304361,18.295822,249.77231
3.541275,18.887512,1.8351958,11.839684,267.50726
2.5834785,17.776142,3.8929434,24.10979,132.09317
-2.2880363,18.647177,2.3509672,24.958866,208.04738
2.1967704,16.440968,3.569713,13.678408,223.70836
1.0355277,16.91895,0.33047295,15.180374,174.57733
3.8515337,20.071318,3.6894164,22.452103,346.43164
4.902982,18.070036,1.958194,10.574133,207.44131
6.199531,18.456303,3.8469224,21.98897,128.08975
2.1406975,18.18827,2.1113782,11.273205,147.47253
4.798284,20.160515,6.586771,13.232912,238.70947
3.2208748,23.183126,1.11908,26.403143,179.90823
4.217855,17.570848,3.8188045,21.653461,54.61992
5.1145024,19.38072,2.514309,19.553856,237.89244
6.772237,13.281373,0.9318768,12.491898,182.06223
2.4666092,16.949804,3.6422484,26.740074,107.14905
8.010393,18.94162,3.6229944,15.966727,101.73871
9.095591,14.471815,1.6378995,18.96071,179.19293
2.1972961,19.620945,4.355291,15.751713,57.909485
4.184713,18.35787,0.7997192,20.284708,218.48734
3.9264297,18.410805,1.0745608,24.354523,184.02347
4.7512302,17.550388,0.49876165,21.96852,62.543358
6.3972244,17.68291,0.032850266,22.502197,203.03113
1.3210332,18.573858,3.7553759,17.949642,275.77237
3.395093,19.578482,3.2058852,15.506781,224.19832
2.234766,18.117235,1.7141771,24.89989,164.07715
5.15715,14.393946,2.7337062,23.341553,146.78796
1.5836596,16.389727,3.779881,23.395844,163.93195
2.5995374,20.453379,5.2014956,13.238403,85.21255
2.4929476,21.809933,3.7001467,15.841341,229.38731
3.4801698,18.287079,2.429066,17.917984,82.42257
4.8787117,20.236076,0.66620016,26.032434,129.84576
6.798397,16.49488,0.40605593,30.576435,11.793869
3.7790005,18.421822,6.3322124,16.836582,51.47416
4.5633154,23.695694,4.2360764,21.530691,121.28377
3.7042944,24.350119,4.768458,27.678,162.03218
1.3466079,14.304684,1.7787888,36.228302,176.04257
-0.25478697,15.960894,-0.19108105,32.42745,82.806076
4.184085,18.88479,0.8042555,18.318628,212.64037
4.6038365,17.441078,0.44173837,26.353382,204.956
1.4275405,20.20209,2.051915,23.296602,118.77686
6.660282,18.340038,2.737034,17.052555,164.06389
6.3137755,20.280422,3.175243,22.635246,113.77817
4.537952,19.837097,2.121625,28.2681,179.75403
6.7016234,17.111979,1.6848602,24.259926,225.02148
4.0183625,19.646328,1.8639764,23.342127,169.50827
6.567013,20.364424,3.7017117,23.581318,160.08072
5.883743,17.924171,2.0096843,15.715016,135.45361
7.8940563,18.914541,1.6723682,32.80907,58.068306
2.7574723,17.929522,2.1675167,16.582981,118.99967
5.502328,19.082502,3.2551508,26.440603,196.50691
0.18659115,15.78582,1.129499,5.457141,180.51085
5.738181,19.820824,2.8466268,20.6205,208.30042
4.044523,18.913462,1.389785,27.074842,101.173744
3.9767454,15.161514,2.6417806,22.092184,98.49705
2.494574,16.021393,1.93447,11.087206,143.63205
4.1735773,15.655088,3.498955,12.805279,221.87463
3.5168061,15.753422,2.525498,28.913702,73.51252
1.9277651,15.9444065,-1.4823997,28.600088,56.78087
3.388151,15.045596,2.3433728,12.645931,245.8988
2.077691,21.334608,4.114596,16.494122,63.476616
1.1837723,17.170174,1.3358717,18.407349,281.62103
2.448843,20.290894,2.7787712,24.736437,211.22812
0.0073451996,17.79567,3.3784094,8.11656,246.75327
3.6807675,19.467922,3.6153135,20.805292,11.917435
5.6843495,21.188347,4.012711,15.681036,163.7377
3.9216397,15.937799,2.3304205,13.8830185,198.32007
4.3379,19.731903,2.208048,16.473413,52.18296
4.8287063,14.70422,4.6157227,25.836365,97.354454
2.6483378,18.725704,2.7664983,29.213669,165.46494
1.947784,17.455929,3.3362224,16.971464,188.73935
-0.7254453,18.055153,1.4186667,18.076408,215.61624
3.6191182,17.290749,1.6834515,28.58035,116.96056
1.2068043,20.09069,0.93006647,14.771887,253.0434
6.5645504,22.368797,3.849349,13.848448,275.13226
4.9426227,16.700893,1.5250871,16.273012,106.086044
4.658611,16.774036,3.0002966,32.893272,159.13649
2.7602572,16.412655,5.303314,23.326458,181.12987
6.003441,18.601812,1.9150441,21.714626,147.36238
4.762081,15.268732,2.3713813,26.246397,225.00954
4.9886236,22.282623,2.3183632,12.8579235,78.924385
6.658679,16.483543,5.2508497,24.161745,180.24301
2.0529687,17.130743,1.2783188,21.898766,271.20923
4.117072,20.168404,2.0293815,20.445917,172.58942
7.8542705,17.936598,1.5594547,21.851524,90.65323
1.5035524,14.983382,2.21096,19.768574,176.07356
3.7604287,18.44804,0.98628163,28.571587,194.19908
1.8246417,20.519547,4.721949,20.587833,60.98777
0.7239497,18.755898,0.550787,20.890625,156.10336
1.7603333,18.633673,3.1341298,19.018833,200.65234
4.281578,18.67779,5.4221,16.538704,185.77357
4.489202,18.764593,4.66028,28.851345,169.80112
5.229643,19.145645,2.6358097,19.282137,211.55229
3.6411633,19.745459,5.348879,27.751278,224.2618
-0.6643076,18.313713,5.0884314,25.977478,246.82794
2.4075994,19.617659,5.430176,20.487413,205.58655
3.7808955,17.558739,0.60324097,8.384989,150.66983
2.816555,16.346786,2.0977242,27.35559,183.03862
5.9582176,18.572382,-0.27321553,22.28928,72.541695
3.2263174,14.771272,1.6714351,23.939034,239.71164
5.0035233,14.801878,3.4220476,21.06246,50.555054
1.8111863,18.536861,3.636836,21.185022,170.43617
8.443174,17.65804,1.4590012,14.5436535,4.1147766
1.1791148,15.834096,3.2928607,22.843052,207.13237
1.1680248,19.665724,2.6594217,18.477869,160.4346
4.2984653,19.868652,4.990005,25.6978,19.963959
4.87131,23.693567,3.112495,19.264189,215.54793
1.2610171,17.763308,3.964674,18.357718,219.5456
2.4311523,19.418526,2.9303403,6.098798,198.20473
1.8761189,14.158794,2.0467498,19.385328,211.97902
4.2257266,17.014097,4.590811,27.599281,152.66339
3.6133447,19.35486,1.3374896,18.721642,154.08371
4.570329,16.09238,2.3614814,15.596548,169.9162
5.183263,21.290514,3.4090433,9.250063,227.62299
5.099361,17.083244,2.399984,20.217758,168.38788
2.1627293,19.954294,3.3427367,27.677328,214.12724
5.6446123,17.62835,4.7623315,3.0284557,166.3971
1.4933875,17.788914,3.975683,22.509342,173.7322
6.071249,20.340199,-0.90607333,29.11156,213.9223
1.8562751,18.262974,2.2516475,22.338745,157.53546
0.3565035,21.364178,4.4869056,31.70771,222.76273
4.1376204,16.586859,2.4543257,24.315363,143.79549
8.828163,20.041061,3.2053862,4.025317,137.18788
5.7166915,18.727938,3.8938465,18.506132,232.4204
3.509227,20.706072,1.9626768,16.068764,139.44153
2.9036307,17.835949,2.2700615,9.42864,174.97807
2.815339,19.637903,3.6893945,20.551632,198.41687
3.6157916,14.905142,1.9137373,33.5807,174.32289
5.1982822,23.804089,4.159583,12.209232,291.09332
5.0287337,17.561533,4.137282,21.232594,152.43404
4.6934724,19.001558,3.892207,28.054827,130.27861
-1.2923079,18.0594,1.3991196,24.322844,165.05333
3.7203422,18.80453,2.2469156,23.974985,164.94263
3.4727209,17.787144,3.4587073,19.635187,170.38026
5.1816344,19.003973,1.0633409,9.115539,143.44695
7.284528,22.39832,2.458171,18.28171,110.28552
4.350711,19.856934,1.560728,17.509182,151.75731
5.9071517,17.014519,1.3880727,24.913612,184.50113
3.6321812,19.684883,4.894204,17.665518,190.53299
3.009954,16.7546,1.8262713,20.780924,120.03071
0.24775815,21.94809,1.0564808,17.038342,168.44429
5.4581213,17.866299,1.3577267,26.439125,135.38289
3.2854066,15.551382,1.6517277,16.279455,141.3425
2.226812,18.668894,2.2793865,10.665452,73.45875
3.267042,20.51412,3.8582704,31.66336,181.64384
4.035843,18.813372,0.9942441,29.77681,181.2423
2.266367,15.974468,2.222832,16.366594,277.29886
6.094467,17.620325,1.8147817,15.500559,161.53308
2.3113384,21.944332,2.2562554,26.338333,130.1665
4.287197,18.085548,3.8965447,16.90869,196.35924
3.6520472,22.688396,3.7085977,6.045931,217.9706
9.166424,20.15377,4.6790495,25.405293,130.71686
3.9466631,15.399502,2.4264753,28.657131,164.46533
2.6116474,17.595556,3.992547,8.657618,113.83487
3.4591522,15.860682,2.4153826,19.789421,157.49487
-3.11385,17.859032,1.9108311,14.099628,164.60706
3.168029,20.190172,2.4958878,21.167995,226.03932
4.98967,17.98396,3.9689622,22.601353,182.47586
1.0586128,18.22368,2.237751,24.382767,189.6155
0.34455562,17.85737,4.288618,26.48361,44.886177
5.3554854,17.36312,5.3139725,18.217325,234.4566
4.426852,19.622593,5.2853317,26.700514,222.86852
2.4989648,18.230764,1.2067069,6.969451,239.41106
6.436756,18.798313,5.023217,28.72968,138.99881
4.609843,23.394548,5.22186,21.094566,256.45047
2.7741697,18.737295,3.506887,29.102043,178.21036
4.1288543,20.160856,0.7095244,28.841686,99.203964
1.9339094,18.480114,2.0452623,23.740814,138.58475
3.15878,17.761541,3.7030745,20.440855,182.9078
3.692437,15.497036,4.7527084,20.103418,114.16731
4.5555463,21.280203,3.8612418,11.802255,196.67516
6.7308598,17.249962,1.5314771,26.35831,112.79624
-1.2880287,19.371521,4.0588956,19.845243,253.67896
5.7648087,19.802565,2.631125,17.43865,158.44247
6.1259575,18.418325,2.605352,19.979105,122.09944
5.2550297,19.335436,1.5362036,18.728037,100.68665
2.7995358,20.572203,3.7916813,15.67602,83.403824
5.5508795,16.622458,4.12274,27.435472,83.34775
3.162812,13.667791,-2.301131,18.611012,156.62097
6.143208,13.938627,-1.1070611,33.739277,111.4724
2.1301656,15.846604,1.1991043,29.522892,212.47702
3.9095886,15.266743,0.9982712,26.067478,163.28583
6.2836876,22.04632,4.1477056,21.16414,208.47356
2.185079,21.631245,0.9612876,22.691978,173.85457
3.0395432,22.546776,1.9084332,14.766275,229.77188
3.2799644,20.705845,0.9870976,30.140453,173.20535
2.9470758,21.248144,0.13239837,19.949915,214.57666
2.4308665,17.798561,1.14278,21.209042,147.62057
4.351519,19.067703,6.630342,9.9794235,166.18718
2.245316,14.659694,2.8565645,31.498386,167.74347
6.327884,20.091908,3.53538,26.309298,118.92192
3.331495,21.470371,4.1771812,20.849817,175.38602
-0.06443834,19.205027,4.264544,18.804195,132.86725
3.7817109,18.333778,3.1546557,17.636778,140.00992
2.2005553,15.925594,1.5462828,29.25008,206.86684
1.2519858,17.723295,-1.8932936,19.032026,157.77141
4.1606736,14.047815,3.159792,20.926498,136.89691
6.161519,22.61896,2.7865527,19.926125,162.64888
1.9180408,20.225765,1.8589222,23.611506,157.83664
7.318851,22.771673,3.42232,7.297723,91.252235
3.7481353,17.58773,0.16202259,21.06816,118.1062
0.52649903,18.544508,0.844018,13.589876,176.0911
5.700322,19.34562,2.7410936,7.785494,185.10155
5.9718914,21.415855,4.682155,5.2508926,253.43536
6.1324167,21.63468,2.842303,22.569912,169.94156
0.30963182,17.49763,2.1649456,26.850334,177.56859
2.3088393,15.667618,5.4313264,35.13115,206.29803
4.170309,18.350304,7.0338116,27.101965,200.5486
2.1514115,18.387585,2.6257303,8.714107,44.762184
3.2427309,19.535975,7.038769,24.518795,160.94394
4.485648,17.623516,2.7407796,25.530825,139.35059
4.022527,17.915651,2.6711147,14.709318,122.99852
