ripeness_index,sugar_content_brix,firmness_kgf,length_cm,weight_g
4.794185,15.795305,1.9100001,29.16354,175.14963
6.23,18.15,2.45,21.731815,197.24435
1.7,15.11067,2.9330447,29.191498,89.321846
4.5347853,20.415895,3.69,25.033955,187.19972
1.6007099,19.81,2.67,28.258036,154.69948
2.6254697,17.509995,1.801465,21.130001,138.11304
1.4300001,20.736185,2.1414301,23.785524,125.785
5.429005,18.55,2.7104352,12.66,236.09302
6.18,20.55,2.2854152,20.005585,120.21248
3.3916352,17.4,1.55,12.478315,189.30316
2.357215,15.091355,3.08,26.52,212.07117
6.5699997,20.72,1.5523899,13.2300005,103.070206
2.307315,16.98965,1.91641,23.45,105.20082
5.615795,19.632046,3.48,15.76313,113.577324
3.08,18.456656,4.3907146,14.19239,133.65068
1.3399551,21.7,2.45,20.0,87.21403
4.673515,17.111565,1.49,26.505587,189.38004
2.4,15.38,2.8144495,27.67,194.9527
5.066205,17.266035,2.0997949,11.376876,159.4926
3.7161498,20.841215,3.2327502,15.877485,156.22227
1.6283152,18.92,4.264995,18.867655,249.34586
4.271205,17.61163,2.8831449,27.802555,218.81404
4.6555552,18.213945,2.642575,21.44,90.1108
2.3262448,21.48,2.53,24.054794,101.94612
6.17,20.18,0.8000001,29.146904,111.732666
3.98,15.01,2.38,10.0635805,133.84421
5.317265,21.23,1.6270151,14.714055,97.21777
2.56,21.881271,3.88,29.310001,101.449684
1.621325,21.16,3.9586048,18.6819,116.13214
5.352215,17.446115,4.9505854,29.946507,161.93195
1.9524751,21.67799,2.7932448,23.506695,130.99841
1.19,15.9241905,1.9621348,13.120001,198.36394
1.3717098,20.995964,2.56,26.78045,199.08514
5.275005,17.629795,0.6500001,20.906391,94.05024
1.46,21.249546,4.508475,21.328535,146.95961
6.9566045,21.66,4.2878504,26.352364,231.6449
3.9074895,18.65,1.8767102,17.054846,160.63701
5.70129,15.918116,3.31,18.505075,101.38611
3.1567745,20.119999,4.4545956,18.13849,244.4502
4.39,21.731855,3.14,18.4642,184.62961
1.73,21.7,2.7034452,12.528826,118.26351
3.009225,17.42,2.76,23.841446,115.80333
5.08,20.039406,1.6549749,27.252838,140.09964
5.3412447,18.530535,3.54,23.806496,94.82484
4.394985,15.31,3.00385,11.008315,136.50261
2.1925454,16.041851,4.2111154,27.188875,191.6735
1.49,17.144396,0.683095,21.908606,156.05646
2.48,18.46729,4.2500453,17.255716,188.13889
5.239405,21.61,0.56737494,29.132925,150.73582
3.53,16.293425,3.467865,13.2675705,86.56194
4.037824,19.201675,2.92,17.933376,163.69096
4.04,17.175446,3.2882652,11.610001,215.04944
5.8034544,19.457294,4.88,29.84,162.48438
5.43,18.20993,2.8004699,20.963146,122.2827
6.0699997,21.829145,2.106785,16.06477,189.11496
5.895295,19.761354,1.4367248,23.695452,165.33983
4.619635,21.22,0.5899999,18.646936,128.06073
3.53,16.894976,2.45,11.355906,189.69267
6.2108145,21.093824,1.2699552,25.39,172.89896
4.559735,17.78,3.58,20.855291,159.08531
3.765985,18.19595,3.8200002,12.691126,115.997406
3.8799999,18.813145,2.166685,12.59898,194.62556
6.21,21.031885,4.59,11.592795,107.355286
3.01,21.235565,4.36,13.244806,193.0317
5.8999996,17.307976,2.227555,27.940516,96.50802
2.086645,20.0,3.63,11.932595,234.8421
4.869035,15.4,0.94101,24.99995,241.62492
1.4676449,15.9381695,3.1266248,28.099186,210.58553
6.27,20.971016,2.76,22.085094,127.773926
4.85,21.900785,1.4834349,20.228931,143.062
3.416585,19.443316,0.78891504,25.898102,83.47207
1.3999999,19.23917,0.60028505,28.964111,202.04941
4.65,18.414715,0.6400001,18.38809,124.16523
2.4579852,18.678766,2.170665,17.56226,207.61032
3.59,18.41,1.969125,28.15889,133.79054
5.246395,16.350904,4.343825,10.970001,242.53159
2.961265,15.77275,2.610635,28.514717,96.81138
6.17,18.78639,2.0020351,11.20382,88.37999
6.224795,21.14,2.8281949,20.81,86.20889
2.3364701,20.767336,4.6028852,15.732756,228.82417
6.8458347,17.721994,4.03,24.69,159.72035
6.02631,17.165365,3.3382702,24.754627,123.83203
2.3200002,16.93,2.6,22.79268,153.49257
4.4,19.93717,1.98815,17.290056,209.15536
2.8125348,20.43,3.8,20.816256,146.74413
3.93,19.57,1.495375,16.849892,113.0749
6.65829,18.031235,1.757585,28.316628,239.38083
1.7582698,15.78,0.8000001,22.87226,120.54363
3.38,18.25,1.8464149,27.809546,231.07977
4.7,21.89,2.480935,29.130001,162.52574
5.888305,17.88,3.08,29.823023,82.80112
2.8195252,18.69649,3.48,19.545116,180.05827
1.3599999,16.41319,4.493525,26.474224,172.69994
3.059315,15.971025,1.9100001,13.8,209.23373
1.73031,18.5,3.8400002,22.902046,149.58449
2.7199998,20.33,0.88,26.01293,102.25879
3.71,21.620115,4.7799997,15.330725,185.89464
4.21863,19.67,0.6500001,23.246895,235.00159
4.25,18.93,2.18,25.880001,86.786285
5.08,17.03,3.19,23.86085,127.837234
5.7477546,19.015625,4.7359495,16.819984,87.580414
5.25,21.921171,2.89,15.046565,156.982
3.021165,18.4,1.79,24.351377,247.14804
2.604775,18.48,1.7505949,27.16581,104.83008
1.5699999,20.799274,1.4000001,11.261176,192.57707
3.3836749,17.38,4.8627253,18.88575,244.88557
2.7156448,17.579895,1.42,13.319265,208.03145
4.25843,16.464504,0.607275,27.720615,178.56662
3.503475,15.860001,2.3801649,11.753666,164.62427
4.6073303,18.129095,3.26,14.814976,99.12468
2.1486652,20.426865,0.795905,11.413421,221.59433
3.21,16.0835,3.58,26.061779,115.9703
4.82,21.869999,3.55,16.826986,205.41861
6.254695,19.43867,2.76,17.173061,149.88235
2.387115,18.59,0.6099999,24.495676,156.83543
3.6399999,17.88,3.81,29.55,152.54854
5.721615,19.68,4.21,25.506664,189.43596
3.3126502,16.71886,2.24,16.11546,86.80486
3.56,21.206541,0.80999994,29.893108,210.44475
1.5504551,19.042845,1.69,18.408281,223.9663
2.412065,19.82086,3.8200002,17.71188,210.09178
6.55,15.063395,2.8421752,25.245443,130.6153
5.92447,21.713896,2.7361555,25.150595,245.7667
6.168975,20.4,1.5941051,20.83,82.37297
5.08,20.943054,0.73,21.651676,113.535385
3.203875,18.45,0.7429949,27.45755,108.799484
3.5324051,19.06,2.531805,20.346155,199.2688
1.5574448,17.44,3.42,16.987751,163.88647
1.2111549,16.137815,1.03,26.526165,94.77445
5.787535,16.369999,3.53,27.67,86.8538
2.957285,17.56183,0.873665,29.06401,241.21059
6.23,17.88,3.281275,17.46787,165.79134
6.62,15.464735,3.31,17.12163,215.23108
4.48,21.242556,4.0774355,25.945515,136.78055
3.93,21.372355,2.55,26.57,135.47235
2.6399999,19.29703,2.27,11.916815,200.61974
1.394835,19.310505,2.5607352,22.970001,163.54675
4.567695,20.190176,4.71,21.854216,201.05775
3.092035,21.77351,2.89,19.43,241.06647
1.9000001,17.5,1.620025,19.566086,237.9159
2.380125,15.531625,4.105395,25.28955,128.58774
5.1,16.82,4.89,11.939586,86.7723
6.93,18.924986,1.9770851,29.691984,162.59564
4.1763554,18.71141,4.319845,26.30661,200.1984
6.0441246,16.188675,2.256485,17.246176,184.77182
4.72,17.772606,4.4830704,14.839651,128.26167
6.71,16.46,4.7808847,24.60637,155.61589
2.5317903,18.79,3.1,20.56041,173.95633
2.8400002,20.172215,0.63921523,15.836515,200.0067
6.6062355,16.93179,2.982945,22.91,156.40067
1.0715399,18.220936,0.9977399,22.092346,153.18684
1.8169451,15.703465,2.68,13.38339,148.93169
5.15,18.637325,2.08,27.382744,88.470146
1.9000001,18.34,3.8899999,21.559471,149.0955
6.74,20.781315,0.899585,19.064775,139.77226
1.8,21.42461,1.48,16.171677,95.93941
3.78,17.12,4.2570353,11.10803,219.694
3.5244448,20.932085,1.808455,26.2,177.23416
4.93,15.16853,0.91999996,22.2,171.74358
6.3199997,15.374935,1.74,17.15357,176.78241
2.1155748,19.724855,1.8,29.92107,136.91338
6.81,19.994455,3.07,20.257425,158.26
3.017185,21.129745,2.49,10.007475,212.99336
2.7073102,18.917025,1.69,10.320001,175.76477
2.444005,20.28,2.3524702,15.711785,108.2581
3.884815,17.421165,2.06,26.54262,248.45499
1.78,19.527195,4.379745,13.540001,219.47874
2.63945,20.183186,4.218105,12.549795,82.001114
1.805975,15.92,3.98,23.09073,97.59637
2.285375,16.89,2.06,28.35859,100.27634
1.416775,18.79435,4.86,17.764912,104.92
6.5174046,17.95,2.6176252,10.000486,104.524025
5.232415,15.506676,1.48,22.016426,136.18399
3.571335,16.42717,4.372755,13.696546,82.89218
3.4235752,18.952946,3.3600001,15.558445,231.77214
5.42,16.87801,3.55,29.789616,129.46368
4.6445847,18.155014,2.27,22.91,179.71721
3.4056149,15.549585,3.55,19.2422,179.67526
1.06,21.50645,1.3800001,10.297461,112.75336
3.59,15.95409,4.179275,21.44,152.93654
6.3225546,18.55,1.287915,23.51,192.47221
1.4058051,21.311485,3.4957252,12.935976,176.60603
1.81,21.962524,4.89,24.251575,236.91165
3.6399999,15.311055,1.03,26.2,186.09538
5.08,20.016273,4.03,17.919155,154.23901
4.158395,18.655285,2.6631103,24.58478,81.82637
3.37143,18.118126,3.3,17.262705,147.04349
2.770595,16.82,0.8447349,21.468712,155.81683
5.5189047,15.440001,3.72,26.45894,188.63516
1.6399999,17.683266,1.0214251,27.499744,155.26198
1.48,21.74,3.31,23.765352,82.72423
1.24,19.135756,1.62,22.099335,245.32973
6.595265,18.481606,1.78711,15.962435,131.50673
3.77,18.488594,3.9099998,27.30876,121.23591
4.68,21.85739,2.0,27.477295,196.28021
3.92,15.098345,4.5823545,11.14,120.22646
3.1069849,18.399765,3.42,11.898616,120.4348
1.5823951,17.695715,4.7,11.7114105,244.16599
6.93,18.94191,3.6852252,21.39095,94.7465
6.67,16.69,3.55,12.672405,112.31853
6.06213,19.39877,4.7090454,12.277006,171.3483
5.68,15.261155,1.6869152,14.970001,89.35189
2.300325,20.357016,1.9443698,18.803946,107.961044
4.5417747,21.010916,3.4758253,25.020895,249.12686
2.21493,17.85093,0.64319515,25.880001,145.57364
3.8999999,17.18,3.6203747,25.56258,102.674286
2.640695,20.401915,3.1100001,17.214745,136.62833
1.6353049,18.66,1.42,16.240295,155.71375
4.62723,19.703884,1.71,23.183321,222.83855
5.3881354,15.349015,1.52,18.300001,108.376495
4.95,17.287004,4.64,20.79114,155.47118
1.4300001,16.485476,1.4499999,20.823246,81.65162
3.8598647,21.062855,4.42,12.470001,227.68726
6.05,15.275135,2.5168552,20.83,155.34586
2.07135,21.89,2.3981252,29.585865,103.65235
2.450995,16.93,3.874825,28.35,131.11723
1.2550352,18.32769,3.2128503,18.84,94.50115
4.09,19.424688,1.34,13.93,112.00761
3.1249452,17.77,2.5960853,27.758575,121.38388
5.310275,16.3,0.75697505,15.1662655,194.84895
2.55,16.06,2.4958851,26.29263,201.99425
5.686665,15.352995,4.0429296,18.89973,212.66042
6.95,17.41437,2.9679947,13.041805,168.10217
3.38,20.12851,2.0160153,24.556025,130.93153
1.2620251,15.788315,1.323835,26.981985,122.9444
1.7910249,21.01,3.0317097,22.66654,249.24214
6.9,18.56097,4.461585,28.225365,107.78961
2.6687,21.069845,2.336285,13.253592,235.00858
5.0452337,20.63,2.835185,27.639652,122.84936
5.13,20.4,1.72,10.138446,202.19994
5.1669703,19.81,0.87,24.81826,85.381775
4.4858546,19.93,3.144585,18.312105,125.32297
5.14,18.544516,2.023005,23.566875,82.15956
3.73,17.224094,4.130345,10.982125,215.42876
2.78,20.44965,3.23,25.17542,91.63965
5.72,15.303095,3.9099998,26.722597,114.685974
2.8564148,19.450304,0.88,27.727604,111.32965
3.694145,17.58,0.88,25.2193,177.04999
6.3729696,21.869999,3.7462707,26.90406,243.18684
6.98,18.77241,3.6742551,15.208204,109.70999
3.7949147,17.323305,2.8212051,12.698115,200.43335
6.64431,16.8,4.3,24.931047,188.69704
5.68,19.26,0.85,15.059826,127.86641
6.524395,21.083672,2.97,16.71814,86.72331
4.56,15.14057,2.67,17.163776,183.59277
1.79,17.130001,2.448025,23.48543,101.7153
6.91749,15.22639,3.8605938,25.37343,224.54501
1.725205,19.98,0.97045493,29.528744,180.74248
5.4858704,15.487115,3.4559252,15.870495,235.55753
5.88,20.46,3.23,23.51931,233.48979
3.0421348,20.521935,0.6799998,14.466921,203.39598
4.88603,16.829056,1.140255,25.303532,132.60481
5.15,20.760345,1.72,13.06185,114.52794
5.525895,15.007475,1.34,17.66,239.08844
4.405955,20.55,0.54999995,21.752785,223.5469
5.4220147,18.626356,3.357095,28.183426,217.81369
4.470905,20.95,4.3,15.403056,240.4127
5.156495,15.964035,3.119635,15.690816,152.22362
6.7330246,15.602635,1.6,22.491125,108.65609
5.02951,17.653774,2.989935,10.764205,121.65787
1.3399999,19.99,4.643225,21.916525,130.80939
4.29,19.78155,4.5209303,21.233875,133.07007
1.3668749,15.665505,1.88,17.66,202.26285
1.25,19.32897,4.3657646,24.7903,131.20923
1.066405,17.933035,2.09,23.792515,100.77376
2.1630898,21.118774,4.26,25.59054,141.112
4.4778953,19.68,0.9699999,19.11852,93.296745
3.3899999,16.74637,3.87,22.97389,244.36374
4.7704096,19.95,2.033975,12.376831,135.99525
2.29,21.869999,3.2952547,17.743475,208.88269
5.79,15.99,3.87,11.074066,145.45724
6.781955,17.92,2.575115,13.567631,123.79104
6.982525,19.208666,1.3299999,23.344074,180.4497
2.0097551,21.627106,0.9524951,17.43062,210.27774
6.2088747,20.897135,4.2799997,13.374705,158.0302
4.9119496,15.014365,3.528635,24.197922,243.6164
3.787925,15.65406,1.679925,29.305382,184.94421
2.38,18.446085,3.17,19.70916,171.45265
6.3199997,19.533525,4.1400003,11.7645855,137.72713
5.37,20.52,2.49,29.645351,202.1227
4.513815,19.105324,2.57,13.703535,130.25182
5.42,15.542595,2.947025,12.927971,187.32799
6.5563345,15.834235,1.31,13.667696,132.07816
6.05,19.21,2.6964548,22.91,238.94583
6.8388453,15.74,0.7758901,19.354939,119.99164
5.906265,19.36,4.923209,27.316835,88.92974
2.842435,17.520966,4.532455,21.95897,175.96465
6.74,17.96,1.764575,17.546585,243.29544
1.1500001,21.29899,4.8199997,10.615446,129.71202
2.419055,17.54785,4.21,16.414175,179.96515
4.64,15.855206,4.8256493,14.411,246.16777
4.42987,15.12,1.2199999,10.178045,201.72743
6.2656646,19.04,4.554395,26.392286,94.62196
6.180915,16.682264,1.67,14.246225,104.92
3.892775,20.803255,4.5,20.273245,161.76419
5.5699997,15.47,1.4599999,26.033817,110.9744
1.1747351,15.8,3.76,25.924545,216.34052
1.9734449,17.02,4.74,29.86826,163.05344
2.350225,15.46,1.72,16.425825,197.7882
4.24,15.084366,3.25,10.792225,160.92087
4.231305,19.53,1.1800001,21.06211,84.790825
4.71,20.33,2.635585,12.110001,226.9638
4.552745,17.017784,3.6100001,22.8443,238.56146
3.6399999,20.10657,1.2739351,15.924396,120.70244
1.482595,20.27821,1.52,23.26,153.90396
5.4,17.503006,0.6799998,14.650051,124.717445
1.7442901,20.848206,2.78,16.560001,91.55459
2.2,18.903046,3.05,25.528275,127.923416
1.125335,19.79553,1.3457749,21.073046,223.1494
2.430025,18.572475,2.502875,18.841906,178.2437
2.11,17.52,2.45,13.603189,156.34
4.19067,19.856695,1.6,16.634075,193.37494
3.676185,15.51,0.89259505,13.772425,140.22955
6.9700003,17.955315,4.702055,28.557413,142.5718
6.7529554,19.48,1.49,12.649185,96.95494
6.23,15.4,4.0090504,21.284885,245.6142
3.01,15.76,2.4410353,14.969775,196.13287
5.2540345,17.48213,3.31,11.95713,151.66469
1.529485,20.46,2.9101696,16.516306,82.39921
5.9104905,19.58,3.46,24.69,91.905266
6.572571,19.710875,2.05,24.96398,188.56581
3.56,15.41375,1.2519951,12.126516,227.39995
4.700405,20.49547,4.468575,15.101416,101.87081
5.79,21.350414,1.1800001,15.382086,199.604
5.9342246,16.102865,0.63222504,16.572231,135.54224
1.3500001,21.357405,2.2993948,14.632091,120.622734
5.8,18.425116,3.3971052,20.323582,86.236855
1.4100001,21.78749,4.25,12.467346,86.97599
1.840925,21.76,3.27,22.615467,231.93219
6.194895,19.227594,1.03,17.85083,163.41801
1.3559048,18.879065,2.08,22.960976,182.44342
4.7843904,19.251575,2.38,20.98,105.90887
5.42,16.58,3.6353247,15.120795,234.30276
6.3152103,17.878426,0.85,18.556065,137.02783
1.4746349,16.755175,4.811855,21.125956,134.52632
4.9,21.976505,3.7910452,23.53329,99.1107
4.162375,16.965845,1.790495,12.66,123.770065
3.28,16.38842,3.76,10.320001,158.2065
1.2,21.527205,2.75,20.243446,132.65434
1.2690151,20.5,2.48,28.691185,111.24002
4.520805,15.37,2.35,26.22546,215.92725
4.95,15.070385,3.69,23.827465,209.46838
3.4099998,17.87,4.693125,23.23924,236.84644
4.4158897,21.154696,1.36,23.848436,203.49646
6.996505,20.98,3.805995,25.641615,92.76313
4.7073946,20.4,1.49,15.777111,169.72916
3.59,21.563557,1.97,13.360725,82.851814
6.05,20.42,2.33,24.834055,198.6168
6.240715,19.06161,4.6861353,22.04877,229.58066
4.5036497,18.140064,2.42,12.408771,111.49611
1.8818951,19.194685,1.62,14.053885,219.5769
5.2853246,21.37,4.678175,17.269695,158.08492
1.77,18.17799,4.752925,21.09,239.9444
2.482935,18.92,1.672935,13.737475,93.47268
5.68,15.342026,3.5574648,22.98787,137.23282
2.968255,20.46,0.88,25.313755,149.8339
1.1299999,19.317495,0.54999995,29.775635,189.78354
3.8799999,15.860001,4.87,26.57825,87.615364
3.2276502,17.39243,0.6902549,22.3451,110.553375
3.683175,19.975525,2.624615,23.379025,186.36142
4.820316,17.130001,2.68,29.54147,82.51524
4.9,18.910034,0.59630513,24.621052,237.59076
6.58655,18.579466,1.9581552,18.087711,83.68876
3.4375548,17.85,2.124745,28.17287,168.25502
6.6,17.214375,1.6479851,12.471326,245.23286
1.13659,17.5,3.831791,12.725526,161.50151
2.171575,15.51927,4.275965,28.978092,118.72002
3.7380896,15.126305,1.5400001,14.20637,124.96645
1.4399998,19.004885,0.90657496,13.07583,201.91615
5.7687254,16.80025,2.7563553,27.174896,156.6505
1.5933652,16.867016,0.9135649,29.05003,197.5825
5.71527,18.495584,4.7,12.97982,248.26028
3.4650104,20.197165,4.5394454,23.650002,140.31462
2.56,18.06635,2.92,29.63137,168.01506
5.5119147,18.93,0.53999996,27.6,159.57741
5.403085,18.279425,3.9446254,27.947506,115.99042
1.438715,21.33889,1.75,25.07383,235.61337
6.329545,17.77,3.7241547,28.144909,241.92688
6.05,16.369999,3.53,20.09709,244.79262
5.7805448,16.45,0.9285151,21.887634,172.63005
2.127695,20.505695,4.5683756,12.85807,221.04913
6.24,16.69,1.82089,26.488205,158.12558
3.28,15.154551,0.6799998,28.371284,98.01404
4.314115,20.5,0.5899999,17.33675,234.62538
6.3635244,17.1,3.53,10.952496,96.894035
1.0995002,17.75929,3.3600001,12.183861,108.5163
2.898355,17.802666,4.8697147,15.45332,208.73189
4.82,17.03,3.2523446,24.985971,118.84502
2.02747,18.16401,4.62,18.920567,89.38814
6.788945,16.227715,3.8200002,14.909552,246.88905
2.28,20.05279,1.453535,26.760326,181.51347
6.17,21.49247,4.54,28.92,101.24209
6.26,15.045435,3.46,15.127786,236.78506
4.0490303,17.78,3.9935546,14.299486,139.98756
1.6399999,20.908249,4.2,27.506735,220.67252
4.527795,19.58,2.55,14.66403,218.71884
2.48,17.98514,4.025495,23.589605,91.11111
2.46995,20.095325,4.985635,10.989116,234.94055
5.68,16.302666,1.79,19.015844,237.54196
3.98,16.49493,1.7731302,14.08,235.52258
4.11,21.944565,3.2633147,23.663666,165.64532
2.379155,15.190001,2.27,25.266415,209.29364
3.5393949,19.355455,4.6800003,16.833975,194.52072
5.814425,17.21,3.223415,22.69623,180.97278
5.1292095,17.90675,4.62,13.61717,150.23225
4.37,16.43,3.48,15.424026,161.22041
5.81,21.318474,3.8,17.54,230.7932
5.18,19.925625,4.1373353,25.095896,247.53651
1.1299999,15.940001,2.347255,28.67323,146.21986
5.6076097,18.83,4.75,10.257076,121.82394
2.28,15.8,3.1,21.875555,247.7025
5.0813503,17.054674,3.5689106,18.270164,126.01061
1.1100001,16.92,4.070445,23.799505,244.05415
3.4789898,20.680975,0.88,16.24,164.75444
5.1843348,19.717865,2.9789648,25.854218,241.1337
6.124014,20.55,3.649305,13.237816,153.58768
6.510415,17.02,1.698855,26.95998,194.98065
2.05543,15.71,2.894115,12.144991,183.27063
1.4237652,17.068655,4.575365,26.240345,227.47629
3.7510352,19.51,2.18,16.67222,215.64679
3.358725,19.036594,3.53,20.471006,244.33194
5.8999996,15.78,1.262965,21.111975,126.27019
2.06,20.07871,3.8899999,25.618502,110.90469
4.33,16.23941,3.48,21.97295,247.9672
2.87,21.448275,1.223065,21.501776,171.0133
1.22,15.052425,2.53,20.970135,226.81987
2.54577,15.440001,4.45,16.589315,205.09763
6.6211853,18.872076,1.25,22.909035,108.95326
5.8,17.828526,1.5,29.127892,99.51441
5.3741546,19.746794,2.159695,21.091005,157.4319
3.705115,19.874655,2.940035,20.81,211.72684
4.49,17.1,4.8736954,23.582615,162.3746
2.6187549,15.626101,3.81,23.963696,114.713936
2.06,18.63,1.86,13.014725,237.39282
4.12485,19.98,3.19,16.84,230.27264
1.3999999,20.393955,2.0,11.85781,121.75462
6.176935,20.09,1.2,12.082676,86.78999
4.968835,18.59,1.9700949,14.643036,140.71631
1.8,20.52,2.41,13.367716,218.57407
4.841285,16.435131,1.55,29.55,178.85152
5.77,15.12,1.122295,28.808407,219.52182
2.09727,20.95805,4.164915,18.377056,149.01453
6.8278747,18.122105,3.63,12.870001,102.15347
3.21,18.05839,3.01,17.039276,196.07867
3.4305649,16.220726,1.48,20.42271,225.89221
1.3856902,15.99,2.3183248,16.64426,92.313965
4.16,18.04,0.71122503,23.422325,168.70993
2.2084851,18.37361,1.59,17.84,159.43668
5.6297746,20.82845,3.8200002,21.54549,141.44441
2.11,17.130001,2.03,29.932526,240.67131
2.394105,15.440001,1.88,11.6,227.52962
1.98961,20.473755,1.26,14.16886,125.12695
5.010775,16.16,3.306225,21.508766,111.30702
3.973645,16.73,2.33,22.454645,128.48665
2.368185,19.153715,4.664409,15.025596,229.10379
5.006795,20.752384,2.2205648,21.95,229.3271
2.6399999,20.481491,2.0,13.220535,188.8578
4.1514053,20.47,2.081835,20.491976,219.35294
2.437015,18.89211,0.53999996,25.655596,141.65488
3.852875,17.779594,1.154235,15.80014,119.69762
3.09,15.581665,3.484755,23.296505,235.10458
5.54154,15.892405,1.74,13.340236,186.57584
2.4230351,19.14,1.3913502,21.625391,120.24607
6.81,20.792286,2.38,17.65103,238.64526
4.69,21.379345,3.521645,16.84,228.35023
4.74,15.8,1.75,25.2,190.74405
1.25,17.871435,3.8994493,11.03034,149.86139
