Glucose,Fructose,MalicAcid,TartaricAcid,Potassium,Magnesium,Calcium
611.3,557.5,54.2,107.8,63.2,3.2,2.2
316.0,286.8,64.5,141.3,185.5,15.3,24.7
76.0,44.5,393.4,143.2,59.6,2.3,5.1
35.6,12.8,440.3,208.7,69.5,5.2,9.6
70.7,23.4,209.0,138.0,212.5,8.6,12.6
224.7,209.1,326.0,138.2,60.9,3.2,4.7
95.3,29.6,435.9,199.6,38.9,3.1,3.6
198.8,160.9,387.3,124.7,37.8,2.0,2.2
476.0,486.0,47.7,63.2,37.5,2.0,1.6
397.4,334.9,230.8,150.2,46.0,2.3,2.8
446.4,434.1,150.7,100.0,44.3,1.5,1.6
278.2,221.2,248.4,191.7,50.9,2.4,3.0
48.2,14.4,271.0,225.0,50.8,6.7,6.3
328.4,272.6,169.5,164.7,46.9,2.6,3.1
417.7,394.8,91.5,121.8,53.9,2.8,2.8
545.4,604.0,0.0,35.9,229.6,7.8,2.2
425.4,403.1,171.9,114.7,51.8,2.0,2.3
420.5,380.5,76.3,137.4,50.9,3.2,3.3
40.1,12.0,441.5,182.3,61.3,3.7,5.1
464.9,391.5,183.1,199.9,45.6,3.5,6.3
552.3,526.0,43.5,86.6,54.7,3.1,3.5
30.0,10.5,509.4,268.6,31.3,5.5,8.0
241.2,219.0,133.5,117.2,57.2,2.0,2.9
132.8,45.9,411.5,189.8,43.9,2.6,4.5
649.2,620.8,46.8,82.4,61.3,1.9,1.8
127.1,74.2,370.0,119.5,47.2,1.7,3.4
106.9,39.8,181.6,231.1,70.9,13.3,34.6
452.3,436.6,60.8,79.8,65.3,2.6,2.3
518.8,501.2,81.8,103.7,50.4,2.2,2.2
69.5,18.5,416.9,215.4,44.7,1.7,3.2
43.4,14.1,266.7,197.1,154.7,12.8,17.7
341.3,337.1,42.4,55.2,139.9,3.4,2.6
86.2,21.3,458.9,246.8,43.4,2.3,4.3
66.3,15.1,405.9,272.4,41.2,4.6,5.2
522.0,471.7,63.4,120.1,60.4,3.6,4.6
550.1,524.4,50.8,89.0,54.2,2.6,2.2
343.2,318.0,124.1,97.6,55.3,2.0,2.2
401.3,407.0,34.6,64.2,194.9,5.5,4.3
271.9,264.3,267.9,100.0,54.8,1.8,2.7
318.2,283.2,322.6,136.5,41.8,1.6,2.8
524.1,461.5,83.8,136.7,50.9,2.5,2.2
279.9,269.7,236.3,96.3,47.5,1.6,2.5
751.5,687.2,43.8,127.1,60.5,3.1,2.9
455.8,431.5,1.2,90.5,163.0,9.2,11.7
199.8,152.7,340.8,163.3,42.7,2.9,2.9
457.2,433.3,1.2,114.5,178.2,14.1,19.3
58.5,19.4,226.5,132.9,168.0,6.0,11.2
863.6,787.7,12.7,86.9,58.3,1.6,2.9
496.3,471.7,7.6,48.9,99.9,5.4,5.8
368.7,372.2,117.9,91.2,46.9,1.6,2.1
463.9,418.3,157.9,132.7,52.8,2.1,2.3
786.6,707.3,10.5,48.8,68.9,3.5,3.7
393.9,332.3,176.5,129.8,52.7,1.4,3.9
33.9,11.0,242.8,151.0,102.3,6.3,6.7
34.4,13.0,504.7,192.9,62.2,2.7,6.4
795.7,762.8,8.1,71.4,52.1,1.5,4.1
398.3,379.1,67.2,98.5,51.0,2.7,2.6
389.7,356.3,89.7,120.4,65.2,3.6,4.7
79.3,17.7,376.8,244.2,45.2,4.3,9.1
100.7,58.2,259.6,140.5,189.2,6.1,7.1
386.1,393.6,49.0,63.2,55.9,2.6,2.5
47.2,14.1,327.0,204.8,67.2,6.0,13.7
33.1,11.6,441.2,232.9,36.6,1.4,3.8
43.2,17.5,330.9,168.8,169.0,7.1,15.3
430.7,426.6,13.1,73.7,190.4,6.6,6.7
787.0,710.6,39.8,115.7,56.5,3.2,3.7
47.3,13.5,475.9,252.1,39.5,3.3,4.3
489.9,482.3,65.4,87.2,66.4,2.7,2.2
613.0,589.6,0.0,51.8,236.4,4.9,3.2
380.8,375.1,30.5,97.0,183.7,9.0,8.7
455.8,445.0,44.1,73.1,51.5,2.6,2.8
684.1,612.9,70.3,139.6,60.1,2.1,2.2
48.7,15.2,295.6,218.9,70.6,7.6,14.5
366.8,372.8,41.9,73.7,250.2,5.2,4.0
47.6,14.6,399.4,218.6,39.1,3.1,6.0
110.6,42.6,332.3,183.9,46.9,2.1,3.2
565.3,540.4,62.9,116.2,51.1,1.8,2.0
280.0,232.8,289.9,144.2,49.3,1.9,2.7
75.9,26.3,216.8,129.4,211.6,5.3,9.1
515.7,491.1,33.7,96.7,68.3,4.4,4.9
338.2,329.1,43.3,63.0,71.7,2.9,4.5
47.7,14.3,415.0,209.0,52.5,3.6,8.0
552.6,514.8,63.9,107.0,60.6,2.8,2.7
524.9,497.8,54.8,82.2,127.3,4.2,3.1
274.9,259.0,64.0,63.7,169.9,4.5,4.8
58.4,18.0,304.9,117.5,73.3,3.3,5.6
28.2,10.0,512.2,258.8,28.8,5.4,4.7
63.0,24.7,381.9,129.6,181.7,4.5,6.1
568.8,555.2,53.2,67.2,51.7,1.8,1.6
16.5,8.9,612.4,264.9,28.3,5.0,9.2
67.5,15.7,411.1,234.1,38.9,2.8,5.1
728.0,647.0,42.8,108.5,39.9,1.8,6.8
501.3,426.4,176.1,168.1,50.6,1.0,2.3
249.6,194.5,371.4,169.7,43.8,2.6,3.7
48.4,12.7,480.1,266.8,30.4,3.4,3.9
305.2,286.2,132.0,99.1,45.8,1.3,3.2
802.8,743.5,20.4,99.5,49.6,1.5,1.8
453.7,443.9,55.9,66.8,62.1,2.3,2.0
559.6,523.0,0.6,88.0,139.4,7.3,7.6
480.4,459.3,70.0,97.0,54.5,2.3,2.1
297.7,306.2,48.3,51.8,144.5,3.2,2.0
304.5,275.8,65.5,93.5,55.1,2.6,3.0
564.5,532.0,45.5,74.6,42.8,1.5,3.0
729.8,647.8,42.8,83.9,37.5,1.2,0.0
705.5,592.8,1.9,171.9,68.6,2.4,3.4
39.3,8.9,528.7,292.4,44.1,1.1,3.2
254.2,155.8,290.2,220.3,44.2,3.2,5.0
615.2,569.9,49.5,100.0,60.4,2.9,2.5
441.3,431.4,57.7,72.8,54.9,2.3,2.5
370.2,352.5,200.3,99.6,48.0,1.7,2.2
431.5,414.1,84.7,100.7,51.7,2.1,2.1
375.6,369.5,196.3,119.2,36.9,1.4,2.2
510.0,458.3,63.9,157.4,60.2,3.5,3.8
51.8,16.1,211.1,194.5,131.2,10.6,21.1
58.1,19.0,416.0,188.4,53.3,3.5,7.1
402.0,420.3,33.8,61.3,74.3,3.1,4.6
105.3,53.7,133.2,178.6,180.6,15.7,28.5
590.3,560.6,53.8,85.0,57.9,2.0,1.9
668.6,668.6,27.1,83.3,47.8,2.0,1.6
16.5,9.5,550.0,209.8,69.8,6.0,7.4
569.8,545.5,36.2,80.6,52.5,2.4,1.9
576.2,550.8,28.6,80.5,46.5,1.9,2.6
81.5,30.3,382.5,124.9,44.3,2.3,4.6
260.2,254.5,68.0,68.2,35.6,1.5,2.1
375.2,367.5,77.0,104.3,132.7,5.5,4.4
81.7,31.3,146.4,130.7,189.8,11.0,9.2
550.5,536.1,44.6,67.4,55.4,1.4,1.5
151.9,83.0,101.9,78.4,75.2,2.9,4.4
660.1,621.3,51.5,97.8,67.4,3.5,2.2
368.8,326.2,146.8,123.4,53.9,2.4,2.6
207.2,204.6,88.5,158.0,252.7,17.1,24.3
351.3,345.5,41.9,66.7,116.7,3.8,6.1
505.5,493.3,26.0,27.6,54.4,3.2,4.1
353.9,374.5,47.3,56.8,58.4,2.3,3.2
45.7,15.3,296.5,144.4,173.1,6.6,9.2
524.9,506.1,0.6,76.9,32.0,2.1,2.2
568.3,529.1,75.4,115.6,49.6,2.3,1.7
331.6,309.9,127.3,86.4,47.5,1.9,2.3
399.0,412.5,34.5,64.1,184.2,6.4,4.4
70.5,16.4,406.4,268.2,45.2,2.2,3.9
553.9,540.3,21.5,56.8,142.5,3.8,3.3
49.5,15.9,315.4,269.0,72.0,14.6,23.6
392.1,395.0,80.3,87.1,43.6,1.4,1.2
96.4,32.8,271.1,187.7,46.2,1.9,3.4
542.6,512.9,57.0,99.5,64.9,3.3,3.1
65.2,14.3,517.5,252.9,41.5,1.1,3.5
498.6,445.7,37.9,155.7,56.2,3.0,2.7
221.6,159.3,190.2,215.7,43.7,1.3,2.4
248.2,184.1,318.2,158.0,50.1,1.8,2.5
457.7,468.9,2.6,56.0,243.4,5.8,3.8
17.7,9.6,345.4,247.4,126.5,13.0,33.8
366.7,281.4,197.0,204.5,49.6,3.7,5.2
410.1,409.0,129.7,96.6,67.3,2.9,2.7
578.5,537.8,8.7,70.8,164.8,11.0,27.3
395.5,382.2,25.3,110.8,220.4,14.7,17.4
285.0,249.2,274.3,119.9,47.8,2.0,2.7
487.7,477.5,63.4,75.3,63.8,2.5,2.4
61.8,19.4,350.5,178.0,35.5,1.6,2.2
425.2,396.7,90.9,131.8,57.2,3.2,3.8
390.1,321.5,132.6,162.8,55.5,2.6,3.0
71.4,17.2,525.8,187.6,39.1,1.6,4.4
61.8,14.3,525.9,269.1,28.8,3.2,4.0
517.3,495.9,68.4,94.1,52.8,1.9,1.8
578.3,546.6,32.5,104.2,54.9,2.2,3.4
362.8,377.4,5.5,61.3,29.0,1.4,1.4
521.4,513.5,48.8,57.2,123.1,3.4,1.9
51.9,14.2,220.3,227.1,32.7,2.0,3.7
51.3,16.0,394.3,247.7,30.4,2.8,5.7
314.4,257.9,294.0,170.5,45.1,2.7,3.7
832.7,749.7,26.8,112.8,45.5,1.3,9.9
400.9,377.4,110.7,126.9,49.4,2.6,2.8
104.9,53.2,117.1,119.5,72.7,5.1,8.5
281.4,239.4,239.4,133.9,48.8,2.3,3.4
100.5,29.6,399.8,235.0,41.9,3.0,4.8
91.2,35.8,404.9,112.5,148.5,2.8,2.7
328.4,310.3,37.3,60.2,144.6,3.9,6.2
279.1,241.9,89.9,151.0,71.2,7.4,9.2
409.1,425.5,53.8,79.3,70.8,3.5,4.2
813.9,767.6,29.0,88.6,53.9,2.2,2.0
431.6,438.2,3.0,53.9,212.6,4.4,3.7
150.6,54.0,417.7,169.3,40.1,1.8,4.4
202.0,177.7,85.2,96.3,178.6,6.9,7.9
452.8,449.9,35.3,70.3,66.9,3.1,2.1
469.2,446.1,43.0,91.1,49.2,3.2,3.1
392.3,329.3,184.1,149.3,58.1,3.3,3.4
558.6,526.8,65.2,154.7,62.4,5.1,3.7
376.6,384.3,20.3,70.0,70.2,3.9,3.4
90.2,24.7,366.8,235.4,38.5,2.3,3.9
716.1,670.7,59.4,86.4,62.6,2.8,2.1
349.6,291.3,113.4,162.0,52.7,2.8,3.4
453.0,445.1,36.8,67.4,139.1,4.1,3.5
482.0,449.3,43.7,50.5,62.5,3.4,2.8
686.5,637.5,36.7,96.4,125.6,5.9,3.8
644.8,608.3,35.8,80.9,89.6,4.1,3.2
139.3,80.4,148.2,107.9,46.0,1.7,3.0
593.5,547.0,23.5,85.6,42.4,3.5,4.7
44.1,13.7,406.9,230.0,41.7,4.1,4.4
57.8,18.0,427.1,238.1,40.3,3.5,6.4
362.1,320.0,78.8,123.3,121.6,6.5,5.5
436.6,424.7,70.4,92.8,83.0,4.2,4.4
345.2,308.5,242.5,130.6,41.0,1.5,2.4
94.7,27.4,338.3,207.3,41.6,2.4,4.6
637.8,580.8,54.3,108.7,49.7,2.5,2.1
146.4,59.6,414.5,142.4,39.0,1.6,4.2
42.8,12.9,404.1,140.6,60.1,2.6,4.6
470.4,453.2,120.1,75.9,51.6,1.9,1.4
91.7,42.1,439.6,113.5,32.7,1.0,3.6
513.9,504.1,30.7,59.8,54.1,2.1,1.9
113.5,35.7,434.7,230.3,38.5,2.3,4.2
62.5,20.2,438.1,194.6,42.9,1.7,3.7
210.5,198.4,190.2,165.1,28.4,0.5,1.7
869.9,783.5,0.0,60.1,70.2,5.2,17.0
449.0,435.5,64.6,83.7,49.1,1.8,2.2
506.8,467.9,85.4,133.1,57.6,2.7,2.5
35.8,11.2,482.7,283.5,33.7,1.0,3.6
497.3,494.0,65.1,84.8,52.1,1.9,2.2
104.6,33.1,433.1,192.1,29.4,1.6,3.8
484.0,468.9,4.3,68.1,161.6,7.4,8.3
16.0,8.7,476.6,248.4,71.2,9.2,12.8
55.8,22.5,381.0,130.6,176.5,3.7,6.7
545.6,522.7,82.1,92.4,50.4,2.2,1.6
235.1,195.2,281.8,119.2,51.4,1.6,3.5
419.1,416.5,17.3,78.8,198.3,7.0,7.0
728.8,651.6,29.1,117.8,59.6,3.5,4.3
32.2,11.5,306.6,145.6,68.6,3.5,7.2
582.2,555.0,53.4,123.1,62.1,3.2,2.9
276.1,279.9,37.5,44.4,35.1,1.6,2.0
677.1,624.8,13.4,141.4,63.4,1.8,3.0
44.2,13.1,217.5,181.3,131.5,9.0,11.1
425.0,379.2,94.4,154.9,52.2,2.7,2.8
36.9,14.0,343.3,142.5,145.4,4.4,8.8
34.0,12.8,468.8,284.7,34.0,1.2,3.8
284.3,278.5,29.4,47.0,74.4,3.4,3.4
183.8,132.0,130.6,111.7,62.1,2.1,2.4
729.8,673.5,54.3,128.1,55.1,2.5,1.7
426.5,426.2,33.1,83.8,223.3,6.7,5.3
141.2,62.9,150.6,181.3,59.6,5.0,7.0
486.6,449.7,6.6,86.1,69.1,5.3,5.8
98.7,25.1,254.7,239.5,37.8,2.9,4.6
87.2,32.5,361.7,132.7,33.0,1.4,1.8
68.0,21.0,342.4,166.3,43.1,1.2,2.7
123.5,63.2,433.0,146.5,42.5,1.8,4.1
283.9,244.7,150.0,150.5,49.3,2.5,3.6
127.9,108.9,129.1,138.4,178.6,12.5,8.7
365.5,352.7,52.2,73.0,234.3,5.0,5.5
46.9,15.9,282.1,143.7,203.7,8.4,9.6
512.8,488.7,52.7,79.8,51.2,1.9,2.2
137.9,79.3,99.8,124.0,145.6,7.5,8.5
457.9,403.5,115.0,164.2,57.1,2.1,2.2
342.7,320.0,200.0,117.1,58.0,2.8,4.0
427.6,423.7,152.0,90.0,49.2,1.5,1.9
455.5,438.3,44.6,67.5,51.5,2.2,2.5
585.6,519.0,1.8,149.2,66.6,0.9,1.4
35.6,12.1,387.3,280.0,29.0,2.1,2.3
429.0,343.2,74.3,191.8,56.0,3.6,5.3
118.5,154.1,317.0,116.9,48.8,1.4,3.7
426.0,416.7,72.7,84.3,61.4,2.4,2.6
283.4,222.7,407.3,205.2,34.4,0.8,2.3
498.2,492.5,63.4,85.9,66.5,2.8,2.3
77.8,38.3,422.6,134.3,75.4,2.2,4.0
443.1,430.6,51.5,81.3,55.0,2.4,1.7
63.0,14.0,493.0,231.6,37.3,2.1,4.2
194.8,149.5,190.9,148.4,56.5,3.4,5.6
444.9,436.3,48.6,52.1,60.8,2.2,1.9
715.8,667.1,4.4,83.3,46.7,1.2,3.3
288.6,248.7,119.8,146.5,55.4,3.5,5.2
372.5,389.9,5.1,46.6,65.8,2.9,3.6
44.7,12.3,254.7,186.8,62.9,4.6,6.2
48.3,14.5,469.9,238.9,42.3,3.7,7.3
470.6,477.5,8.1,69.2,168.8,3.4,2.9
570.9,552.8,51.0,84.5,60.6,2.3,1.9
357.0,368.4,154.2,80.6,52.2,1.5,1.9
339.7,323.9,28.8,56.6,158.8,4.8,4.8
87.4,22.8,437.4,253.7,42.8,3.4,4.9
504.2,479.1,0.6,66.2,29.9,2.5,3.0
303.1,297.1,42.0,54.7,146.0,4.1,4.0
444.6,405.8,97.4,132.7,58.4,2.5,2.7
344.2,343.1,138.6,98.4,80.1,3.6,4.4
497.0,491.9,18.7,76.3,235.5,7.0,3.9
647.8,626.2,55.1,65.1,58.2,2.2,2.6
402.5,381.3,259.4,140.3,33.2,0.9,1.6
400.1,392.2,13.4,78.8,69.1,4.8,5.8
452.9,421.7,164.3,96.1,44.6,1.5,1.7
553.8,530.7,63.7,97.5,65.0,2.6,2.4
309.4,278.3,35.6,108.3,64.2,6.0,10.2
527.1,492.7,89.9,129.4,52.6,2.7,1.9
42.1,14.1,626.7,242.9,28.7,1.3,3.6
549.7,503.1,78.5,125.0,50.7,2.8,2.1
